order_id,customer_id,order_date,amount
ORD000635,CUST20,2023-12-19,467.97
ORD000636,CUST23,2023-10-28,163.8
ORD000637,CUST2,2023-06-15,182.81
ORD000638,CUST37,2023-10-28,150.05
ORD000639,CUST25,2023-09-27,63.86
ORD000640,CUST29,2023-01-26,152.87
ORD000641,CUST50,2023-11-16,40.84
ORD000642,CUST35,2023-05-28,149.63
ORD000643,CUST6,2023-07-01,183.22
ORD000644,CUST35,2023-10-10,61.87
ORD000645,CUST4,2023-01-27,132.06
ORD000646,CUST43,2023-09-22,191.95
ORD000647,CUST6,2023-04-28,476.6
ORD000648,CUST20,2023-05-31,223.62
ORD000649,CUST7,2023-08-25,210.71
ORD000650,CUST14,2023-05-16,260.54
ORD000651,CUST46,2023-05-03,209.48
ORD000652,CUST10,2023-10-05,77.81
ORD000653,CUST44,2023-04-24,372.82
ORD000654,CUST22,2023-06-09,257.41
ORD000655,CUST42,2023-04-18,496.24
ORD000656,CUST7,2023-02-19,325.15
ORD000657,CUST18,2023-02-17,312.81
ORD000658,CUST33,2023-05-20,141.5
ORD000659,CUST43,2023-12-02,146.18
ORD000660,CUST40,2023-06-17,137.28
ORD000661,CUST24,2023-02-09,31.02
ORD000662,CUST2,2023-09-29,318.46
ORD000663,CUST19,2023-03-10,71.52
ORD000664,CUST24,2023-02-02,105.08
ORD000665,CUST16,2023-09-26,316.54
ORD000666,CUST41,2023-09-07,309.38
ORD000667,CUST33,2023-01-14,190.75
ORD000668,CUST35,2023-09-26,12.36
ORD000669,CUST32,2023-10-31,436.31
ORD000670,CUST6,2023-08-19,399.49
ORD000671,CUST37,2023-08-09,163.87
ORD000672,CUST43,2023-11-11,499.39
ORD000673,CUST12,2023-05-02,287.16
ORD000674,CUST11,2023-09-10,275.84
ORD000675,CUST25,2023-06-06,151.62
ORD000676,CUST29,2023-03-20,446.33
ORD000677,CUST34,2023-09-17,232.49
ORD000678,CUST7,2023-01-25,145.5
ORD000679,CUST5,2023-08-08,372.57
ORD000680,CUST43,2023-03-16,116.0
ORD000681,CUST16,2023-01-04,137.51
ORD000682,CUST42,2023-04-03,32.39
ORD000683,CUST42,2023-07-18,264.26
ORD000684,CUST12,2023-06-07,323.77
ORD000685,CUST38,2023-01-29,271.14
ORD000686,CUST39,2023-09-13,271.95
ORD000687,CUST48,2023-11-24,259.58
ORD000688,CUST28,2023-05-12,34.3
ORD000689,CUST4,2023-02-18,468.38
ORD000690,CUST6,2023-03-11,164.58
ORD000691,CUST40,2023-06-11,378.75
ORD000692,CUST23,2023-12-28,118.87
ORD000693,CUST42,2023-05-09,421.52
ORD000694,CUST6,2023-06-03,456.33
ORD000695,CUST15,2023-07-19,46.12
ORD000696,CUST33,2023-01-18,108.06
ORD000697,CUST17,2023-08-07,261.59
ORD000698,CUST17,2023-07-30,96.47
ORD000699,CUST27,2023-02-10,157.42
ORD000700,CUST43,2023-06-11,133.78
ORD000701,CUST41,2023-12-24,259.47
ORD000702,CUST7,2023-09-11,23.64
ORD000703,CUST31,2023-07-02,65.55
ORD000704,CUST44,2023-04-30,153.29
ORD000705,CUST37,2023-02-27,298.75
ORD000706,CUST15,2023-06-19,385.93
ORD000707,CUST12,2024-01-01,298.84
ORD000708,CUST30,2023-07-01,312.21
ORD000709,CUST15,2023-03-21,333.58
ORD000710,CUST17,2023-05-23,406.95
ORD000711,CUST4,2023-08-05,189.73
ORD000712,CUST18,2023-08-04,268.65
ORD000713,CUST46,2023-05-25,244.19
ORD000714,CUST1,2023-01-21,247.54
ORD000715,CUST31,2023-06-02,452.18
ORD000716,CUST34,2023-12-05,478.58
ORD000717,CUST2,2023-10-17,383.75
ORD000718,CUST48,2023-04-22,54.4
ORD000719,CUST13,2023-03-16,349.42
ORD000720,CUST33,2023-07-18,405.56
ORD000721,CUST36,2023-02-02,494.69
ORD000722,CUST2,2023-01-31,327.91
ORD000723,CUST45,2023-01-10,429.02
ORD000724,CUST26,2023-11-13,309.64
ORD000725,CUST42,2023-07-06,493.29
ORD000726,CUST20,2023-02-16,214.49
ORD000727,CUST12,2023-12-04,74.03
ORD000728,CUST5,2023-05-27,50.72
ORD000729,CUST14,2023-03-19,282.01
ORD000730,CUST30,2023-01-18,450.0
ORD000731,CUST50,2023-12-21,131.76
ORD000732,CUST44,2023-05-03,241.33
ORD000733,CUST45,2023-09-15,81.75
ORD000734,CUST19,2023-08-21,36.92
ORD000735,CUST6,2023-01-31,160.21
ORD000736,CUST8,2023-07-21,346.11
ORD000737,CUST8,2023-08-16,373.95
ORD000738,CUST47,2023-01-30,376.59
ORD000739,CUST44,2023-07-09,335.6
ORD000740,CUST12,2023-03-28,229.22
ORD000741,CUST49,2023-09-29,75.67
ORD000742,CUST35,2023-11-08,141.18
ORD000743,CUST7,2023-12-24,88.95
ORD000744,CUST29,2023-08-25,376.24
ORD000745,CUST10,2023-10-17,292.7
ORD000746,CUST21,2023-05-25,258.57
ORD000747,CUST22,2023-08-12,185.98
ORD000748,CUST24,2023-09-25,15.69
ORD000749,CUST6,2023-08-19,214.03
ORD000750,CUST15,2023-09-10,329.42
ORD000751,CUST22,2023-12-29,272.23
ORD000752,CUST25,2023-07-26,65.27
ORD000753,CUST10,2023-11-18,463.8
ORD000754,CUST18,2023-07-15,41.12
ORD000755,CUST42,2023-06-15,168.31
ORD000756,CUST45,2023-10-22,128.13
ORD000757,CUST40,2023-11-18,309.83
ORD000758,CUST1,2023-06-26,80.14
ORD000759,CUST34,2023-07-02,228.65
ORD000760,CUST45,2023-10-24,488.78
ORD000761,CUST18,2023-06-02,56.53
ORD000762,CUST23,2023-04-27,95.05
ORD000763,CUST2,2023-09-09,333.16
ORD000764,CUST30,2023-05-29,479.77
ORD000765,CUST50,2023-05-05,107.24
ORD000766,CUST23,2023-11-26,238.65
ORD000767,CUST26,2023-03-17,406.29
ORD000768,CUST23,2023-09-27,307.94
ORD000769,CUST34,2023-03-05,285.98
ORD000770,CUST36,2023-08-03,478.58
ORD000771,CUST15,2023-10-20,269.21
ORD000772,CUST33,2023-05-27,197.36
ORD000773,CUST7,2023-05-25,430.29
ORD000774,CUST42,2023-10-05,60.51
ORD000775,CUST33,2023-05-22,442.7
ORD000776,CUST18,2023-10-25,363.36
ORD000777,CUST2,2023-11-10,429.19
ORD000778,CUST5,2023-11-12,168.13
ORD000779,CUST40,2023-04-14,105.71
ORD000780,CUST5,2023-12-25,369.78
ORD000781,CUST38,2023-10-19,257.57
ORD000782,CUST21,2023-08-24,164.1
ORD000783,CUST16,2023-03-07,237.93
ORD000784,CUST35,2023-10-29,59.34
ORD000785,CUST25,2023-09-24,281.81
ORD000786,CUST19,2023-12-07,216.1
ORD000787,CUST23,2023-09-23,288.6
ORD000788,CUST46,2023-02-18,447.69
ORD000789,CUST6,2023-02-21,284.72
ORD000790,CUST17,2023-02-10,19.59
ORD000791,CUST32,2023-04-28,197.2
ORD000792,CUST50,2023-09-12,361.13
ORD000793,CUST34,2023-03-27,257.31
ORD000794,CUST8,2023-07-14,201.6
ORD000795,CUST12,2023-06-20,319.4
ORD000796,CUST38,2023-09-21,69.77
ORD000797,CUST42,2023-10-10,475.04
ORD000798,CUST36,2023-03-02,52.52
ORD000799,CUST39,2023-01-09,407.0
ORD000800,CUST45,2023-09-15,281.23
ORD000801,CUST17,2023-01-24,455.52
ORD000802,CUST33,2023-11-15,112.81
ORD000803,CUST27,2023-04-04,311.77
ORD000804,CUST1,2023-04-30,251.04
ORD000805,CUST15,2023-06-30,80.23
ORD000806,CUST49,2023-06-21,177.84
ORD000807,CUST37,2023-12-11,442.95
ORD000808,CUST23,2023-11-07,29.93
ORD000809,CUST20,2023-03-12,483.84
ORD000810,CUST14,2023-09-05,123.31
ORD000811,CUST36,2023-11-22,406.24
ORD000812,CUST9,2023-05-31,120.01
ORD000813,CUST42,2023-01-20,43.4
ORD000814,CUST17,2023-09-30,396.99
ORD000815,CUST31,2023-11-23,214.75
ORD000816,CUST16,2023-10-09,37.84
ORD000817,CUST19,2023-06-27,321.0
ORD000818,CUST11,2023-04-12,192.86
ORD000819,CUST43,2023-05-03,82.25
ORD000820,CUST50,2023-03-12,158.67
ORD000821,CUST38,2023-08-04,487.94
ORD000822,CUST46,2023-06-11,34.77
ORD000823,CUST10,2023-11-13,162.41
ORD000824,CUST38,2023-10-27,449.74
ORD000825,CUST35,2023-09-10,381.88
ORD000826,CUST32,2023-12-28,162.56
ORD000827,CUST33,2023-12-11,191.72
ORD000828,CUST2,2023-06-10,129.39
ORD000829,CUST45,2023-10-11,20.25
ORD000830,CUST30,2023-11-25,302.84
ORD000831,CUST33,2023-09-03,379.64
ORD000832,CUST22,2023-06-10,37.06
ORD000833,CUST8,2023-08-07,408.12
ORD000834,CUST14,2023-05-16,47.59
ORD000835,CUST9,2023-06-29,110.47
ORD000836,CUST4,2023-04-09,262.49
ORD000837,CUST9,2023-11-14,390.31
ORD000838,CUST30,2023-11-28,337.81
ORD000839,CUST33,2023-06-09,242.5
ORD000840,CUST11,2023-03-21,354.95
ORD000841,CUST39,2023-02-23,198.27
ORD000842,CUST19,2023-06-04,320.47
ORD000843,CUST7,2023-10-06,124.06
ORD000844,CUST29,2023-07-21,497.51
ORD000845,CUST43,2023-11-18,468.76
ORD000846,CUST32,2023-02-14,261.64
ORD000847,CUST39,2023-01-06,299.65
ORD000848,CUST45,2023-10-08,437.69
ORD000849,CUST26,2023-07-28,377.98
ORD000850,CUST29,2023-08-31,181.84
ORD000851,CUST45,2023-11-06,207.6
ORD000852,CUST10,2023-11-19,147.6
ORD000853,CUST49,2023-02-15,119.01
ORD000854,CUST50,2023-11-15,372.1
ORD000855,CUST26,2023-11-07,86.06
ORD000856,CUST45,2023-11-27,153.91
ORD000857,CUST6,2023-07-20,41.84
ORD000858,CUST41,2023-06-28,120.87
ORD000859,CUST36,2023-05-16,233.86
ORD000860,CUST9,2023-02-13,488.23
ORD000861,CUST3,2023-12-04,60.55
ORD000862,CUST36,2023-03-14,48.02
ORD000863,CUST5,2023-06-10,395.8
ORD000864,CUST49,2023-11-10,353.48
ORD000865,CUST10,2023-12-07,421.87
ORD000866,CUST26,2023-10-07,255.62
ORD000867,CUST49,2023-11-26,351.18
ORD000868,CUST7,2023-07-25,210.07
ORD000869,CUST19,2023-12-07,236.65
ORD000870,CUST15,2023-04-27,482.54
ORD000871,CUST48,2023-03-16,11.07
ORD000872,CUST35,2023-12-09,63.53
ORD000873,CUST31,2023-03-20,283.96
ORD000874,CUST5,2023-01-05,133.15
ORD000875,CUST25,2023-06-27,390.05
ORD000876,CUST48,2023-07-11,400.82
ORD000877,CUST34,2023-05-30,284.89
ORD000878,CUST47,2023-04-15,419.69
ORD000879,CUST38,2023-12-05,153.57
ORD000880,CUST9,2023-01-11,384.81
ORD000881,CUST9,2023-01-29,426.12
ORD000882,CUST45,2023-04-27,255.69
ORD000883,CUST49,2023-07-02,150.38
ORD000884,CUST27,2023-03-13,112.91
ORD000885,CUST5,2023-07-15,387.42
ORD000886,CUST20,2023-12-28,339.59
ORD000887,CUST2,2023-09-30,306.96
ORD000888,CUST8,2023-11-28,250.25
ORD000889,CUST46,2023-08-28,389.27
ORD000890,CUST46,2023-08-22,365.8
ORD000891,CUST4,2023-11-12,176.37
ORD000892,CUST8,2023-07-13,488.48
ORD000893,CUST28,2023-03-09,346.77
ORD000894,CUST20,2023-06-08,256.72
ORD000895,CUST18,2023-08-02,378.91
ORD000896,CUST8,2023-02-28,103.63
ORD000897,CUST49,2023-10-23,221.36
ORD000898,CUST29,2023-08-31,400.51
ORD000899,CUST1,2023-12-02,468.92
ORD000900,CUST9,2023-03-09,107.22
ORD000901,CUST28,2023-05-13,226.45
ORD000902,CUST47,2023-05-11,110.27
ORD000903,CUST25,2023-10-20,276.83
ORD000904,CUST21,2023-07-03,276.96
ORD000905,CUST25,2023-09-05,130.12
ORD000906,CUST36,2023-09-16,141.66
ORD000907,CUST23,2023-07-07,439.22
ORD000908,CUST29,2023-11-29,95.26
ORD000909,CUST23,2023-03-03,282.83
ORD000910,CUST19,2023-08-11,214.27
ORD000911,CUST14,2023-05-05,150.65
ORD000912,CUST26,2023-08-05,153.58
ORD000913,CUST41,2023-09-23,242.65
ORD000914,CUST19,2023-02-15,301.65
ORD000915,CUST49,2023-11-20,341.93
ORD000916,CUST8,2023-05-10,211.28
ORD000917,CUST13,2023-07-18,407.6
ORD000918,CUST31,2023-09-01,17.31
ORD000919,CUST16,2023-10-11,257.01
ORD000920,CUST4,2023-09-29,165.18
ORD000921,CUST49,2023-08-04,208.47
ORD000922,CUST39,2023-07-27,318.01
ORD000923,CUST24,2023-12-07,124.67
ORD000924,CUST36,2023-05-03,377.14
ORD000925,CUST5,2023-03-13,187.62
ORD000926,CUST19,2023-08-11,211.68
ORD000927,CUST17,2023-10-21,450.15
ORD000928,CUST32,2023-07-03,47.3
ORD000929,CUST44,2023-11-07,238.07
ORD000930,CUST19,2023-07-25,184.75
ORD000931,CUST17,2023-02-17,417.31
ORD000932,CUST23,2023-12-10,98.88
ORD000933,CUST10,2023-03-18,371.56
ORD000934,CUST16,2023-03-16,491.65
ORD000935,CUST21,2023-09-17,156.06
ORD000936,CUST8,2023-08-01,179.55
ORD000937,CUST10,2023-12-15,126.17
ORD000938,CUST13,2023-05-23,103.95
ORD000939,CUST6,2023-03-09,480.85
ORD000940,CUST15,2023-03-05,11.55
ORD000941,CUST23,2023-08-04,136.17
ORD000942,CUST37,2023-02-21,58.22
ORD000943,CUST20,2023-04-14,165.62
ORD000944,CUST19,2023-04-08,176.49
ORD000945,CUST22,2023-08-31,171.93
ORD000946,CUST15,2023-02-18,171.14
ORD000947,CUST6,2023-07-17,143.98
ORD000948,CUST44,2023-11-27,121.92
ORD000949,CUST38,2023-07-22,57.22
ORD000950,CUST24,2023-11-02,360.4
ORD000951,CUST41,2023-08-06,173.96
ORD000952,CUST40,2023-04-28,350.94
ORD000953,CUST36,2023-07-12,174.32
ORD000954,CUST20,2023-12-21,333.36
ORD000955,CUST17,2023-05-17,482.37
ORD000956,CUST6,2023-12-03,406.89
ORD000957,CUST27,2023-01-22,107.23
ORD000958,CUST40,2023-10-26,383.77
ORD000959,CUST45,2023-03-06,230.65
ORD000960,CUST40,2023-07-13,296.16
ORD000961,CUST18,2023-09-02,428.14
ORD000962,CUST9,2023-08-01,247.46
ORD000963,CUST45,2023-04-14,312.53
ORD000964,CUST37,2023-04-15,336.73
ORD000965,CUST17,2023-11-15,247.08
ORD000966,CUST12,2023-10-30,267.82
ORD000967,CUST11,2023-10-16,187.51
ORD000968,CUST5,2023-03-12,458.69
ORD000969,CUST43,2023-03-26,158.52
ORD000970,CUST50,2023-06-24,453.77
ORD000971,CUST50,2023-03-22,69.81
ORD000972,CUST3,2023-12-13,284.17
ORD000973,CUST46,2023-11-08,493.9
ORD000974,CUST3,2023-07-14,175.94
ORD000975,CUST41,2023-10-16,156.58
ORD000976,CUST26,2023-06-06,40.92
ORD000977,CUST22,2023-10-18,187.12
ORD000978,CUST30,2023-07-08,379.59
ORD000979,CUST17,2023-01-01,333.68
ORD000980,CUST6,2023-11-14,33.04
ORD000981,CUST4,2023-02-12,337.1
ORD000982,CUST32,2023-10-29,483.27
ORD000983,CUST47,2023-01-23,394.67
ORD000984,CUST11,2023-10-23,168.98
ORD000985,CUST23,2023-01-02,218.96
ORD000986,CUST23,2023-09-26,93.01
ORD000987,CUST32,2023-06-04,471.58
ORD000988,CUST12,2023-03-14,177.27
ORD000989,CUST3,2023-01-07,434.16
ORD000990,CUST2,2023-09-14,238.48
ORD000991,CUST14,2023-07-19,386.59
ORD000992,CUST28,2023-12-04,214.3
ORD000993,CUST15,2023-08-23,171.28
ORD000994,CUST12,2023-12-07,155.52
ORD000995,CUST44,2023-05-15,346.02
ORD000996,CUST17,2023-10-29,341.76
ORD000997,CUST13,2023-05-08,485.77
ORD000998,CUST29,2023-06-06,144.38
ORD000999,CUST28,2023-02-25,496.34
ORD001000,CUST49,2023-01-07,54.21
