review_text,cleaned_text,sentiment_vader,sentiment_blob,language,sentiment_swn
"Pelayanan sangat kurang , pelanggan menunggu setengah jam untuk orderan disaat toko sepi. Ternyata order sudah selesai tetapi nama tidak dipnggil , Cup diletakkan saja di meja pengambilan. 1/5 tidak lagi beli disini",pelayanan pelanggan menunggu jam orderan disaat toko sepi order selesai nama dipnggil cup diletakkan meja pengambilan beli,Netral,Netral,id,neutral
Oke tempat bersih terus interiornya juga minimalis. Pelayanan ramah dan cepat. Pilihan menu nya banyak. Sayang parkirnya agak susah kl bawa mobil. Tapi aku suka sih rasa kopi dan aroma kopinya okelah. Lokasi di seturan area rame juga jadi mudah dijangkau. Terimakasih. Semoga membantu 😊😊😊,oke bersih interiornya minimalis pelayanan ramah cepat pilihan menu nya sayang parkirnya susah kl bawa mobil suka sih kopi aroma kopinya okelah lokasi seturan area rame mudah dijangkau terimakasih semoga membantu,Netral,Netral,id,neutral
"Tempatnya sangat cozy, cocok utk sekedar chill atau ngerjain tugas etc. Colokan listrik cukup banyak. Utk kopinya juga cukup enak, has a great taste. Harganya pun cocok utk kantong mahasiswa (Minuman termurah dengan harga 15k utk minuman basic). Ada toilet, tp tidak ada musholla. Wifinya oke lah tidak terlalu lelet. Yang paling penting dan beda dengan cafe yg lain, ACnya itu lho , dingin banget. Utk orng yg suka dingin betah bgt duduk disini.",tempatnya cozy cocok utk sekedar chill ngerjain tugas etc colokan listrik utk kopinya enak has a great taste harganya cocok utk kantong mahasiswa minuman termurah harga k utk minuman basic toilet tp musholla wifinya oke lelet beda cafe yg acnya lho dingin banget utk orng yg suka dingin betah bgt duduk,Positif,Positif,id,negative
"best coffee in this town!!! cinta banget ga ngerti lagi. cookie crumble, matcha, red velvet juaraaa!!! menu base coffee nya terlalu strong buat aku yg kurang suka kopi tapi tep enak wkwkwkw🧡 tempatnya lebih luas dari yg jakal tapi aku suka lightingnya kuning2 menenangkan dan cozy banget. semua karyawannya friendly dan fast response. gak pernah bosen pesen minuman disini entah dine in, take away maupun via ojol. so far so good lah.",best coffee in this town cinta banget ga ngerti cookie crumble matcha red velvet juaraaa menu base coffee nya strong yg suka kopi tep enak wkwkwkw tempatnya luas yg jakal suka lightingnya kuning menenangkan cozy banget karyawannya friendly fast response gak bosen pesen minuman dine in take away via ojol so far so good,Positif,Positif,id,positive
"Tempat nyaman, buat me time nunggu dia, ya dia...",nyaman me time nunggu ya,Netral,Netral,id,neutral
"Coffeeshop favorite sejuta umat di Jogja.

Being a fans of @couvee.idn since 2017. Jaman cuma ada di Jakal sebelah Tempo Gelato yang spacenya ngga begitu besar. Dari dulu emang tiap hari selalu rame. Dengkul sampe saling bersinggungan pas lagi duduk hahahaha. Tapi tetep aja betah buat dateng ke sini, sambil ngerjain skripsi atau sekadar bengong liatin jalanan Jakal.

Ketika @couvee.idn buka cabang lain di Seturan, spacenya lebih besar dan nyaman. Tapi tetep masih rame aja tiap hari. Bangku-bangku dah keisi semua setiap dateng ke sini.

Selain tempat yang nyaman, emang kualitas dari kopinya sendiri oke punya. Hampir semua varian menu minuman di sini aku suka. Harganya pun sangat masuk akal.

Adakah warga Jogja yang belum pernah cobain @couvee.idn?",coffeeshop favorite sejuta umat jogja being a fans of couveeidn since jaman jakal sebelah tempo gelato spacenya ngga emang rame dengkul sampe bersinggungan pas duduk hahahaha tetep aja betah dateng ngerjain skripsi bengong liatin jalanan jakal couveeidn buka cabang seturan spacenya nyaman tetep rame aja bangkubangku dah keisi dateng nyaman emang kualitas kopinya oke varian menu minuman suka harganya masuk akal adakah warga jogja cobain couveeidn,Positif,Positif,id,positive
"Tempat ngopi yang konsepnya cocok buat co-working space, lahan parkir luas, kualitas produk baik. Favorit menu saya signature Melacca, es kopi susu yg flavor kopinya kerasa banget dan teksturnya gak bakal watery. Non Coffeenya juga gak kalah enak, red velvetnya juga enak.",ngopi konsepnya cocok coworking space lahan parkir luas kualitas produk favorit menu signature melacca es kopi susu yg flavor kopinya kerasa banget teksturnya gak watery non coffeenya gak kalah enak red velvetnya enak,Netral,Netral,id,positive
"Es kopinya enak , bisa request gulanya, perlu penambahan menu rotinya , dan juga sebaiknya menggunakan kendaraan roda 2. Krn lahan parkir tdk luas",es kopinya enak request gulanya penambahan menu rotinya kendaraan roda krn lahan parkir tdk luas,Netral,Netral,id,positive
"tempat rekomendasi buat nugas, nyaman",rekomendasi nugas nyaman,Netral,Netral,id,neutral
"Kopinya selalu enak di cabang manapun. Rekomendasi: pesen large, extra shot, less sweet.
Sayang nya yang Seturan ini agak susah parkirnya.",kopinya enak cabang manapun rekomendasi pesen large extra shot less sweet sayang nya seturan susah parkirnya,Positif,Positif,id,negative
"pelayanan lambat, nunggu sangat lama satu jam lebih, mengecewakan sekali...👎",pelayanan lambat nunggu jam mengecewakan,Netral,Netral,id,neutral
"Tempat: 8/10
Rasa : 8/10 masih comfort coffee kalo menurut saya, pesen signature mereka yg Java less sugar tapi masih aja kemanisan wqwq

rame mahasiswa/i nongkrong ya manteman, padahal kesini masih sore banget",comfort coffee kalo pesen signature yg java less sugar aja kemanisan wqwq rame mahasiswai nongkrong ya manteman kesini sore banget,Netral,Negatif,id,negative
"Selain cabang Sagan, di cabang Seturan juga nyaman.

Di lantai 1 sangat nyaman dan hening untuk berkerja, belajar ataupun membaca buku.

Untuk area santai jika akan ngobrol bisa di lantai 2",cabang sagan cabang seturan nyaman lantai nyaman hening berkerja belajar membaca buku area santai ngobrol lantai,Netral,Netral,id,neutral
"Pelayanan bagus, kopinya enak dan harganya stadar. Tempatnya asik buat nongkrong, nugas/kerja + wifi kenceng. Parkirannya luas juga",pelayanan bagus kopinya enak harganya stadar tempatnya asik nongkrong nugaskerja wifi kenceng parkirannya luas,Netral,Netral,id,neutral
"Ojol kok disuruh antri bareng customer lain, seharusnya ada antrian sendiri khusus ojol",ojol disuruh antri bareng customer antrian khusus ojol,Netral,Netral,id,neutral
Mbokya antrian online dibedain sama offline bikin lama sedangkan cstmr offline milihnya lama banget,mbokya antrian online dibedain offline bikin cstmr offline milihnya banget,Negatif,Netral,id,neutral
"Kopinya enak, jujur gw emang pecinta kopsus ya.  Tempatnya jg nyaman,  ada toilet juga.  Disini ada 2 lantai,  yang lantai 2 juga nyaman kok tempatnya.  Nggak heran ramai terus.",kopinya enak jujur gw emang pecinta kopsus ya tempatnya jg nyaman toilet lantai lantai nyaman tempatnya nggak heran ramai,Netral,Negatif,id,neutral
"Lokasinya depan CK (dekat perempatan Selokan.
Tempatnya luas, parkir motor nyaman, tapi untuk parkir mobil yg take away kurang nyaman ya.
Rasa kopinya passss, cobain deh yg Melacca, Salted Caramel, Creme Brule. Untuk yg ga kuat minum kopi, bisa request espresso dikurangi takarannya.
Untuk harga kopi yaa affordable untuk mendapatkan rasa yg passs",lokasinya ck perempatan selokan tempatnya luas parkir motor nyaman parkir mobil yg take away nyaman ya kopinya passss cobain deh yg melacca salted caramel creme brule yg ga kuat minum kopi request espresso dikurangi takarannya harga kopi yaa affordable yg passs,Netral,Netral,id,negative
"Dari semua cabang, couvee seturan sih yg rasa kopinya paling manteb. Salted caramel lattenya juara banget 😭
Satu-satunya comfort place buat nugas, ya di sini. Sukses selalu buat couvee seturan!!!",cabang couvee seturan sih yg kopinya manteb salted caramel lattenya juara banget satusatunya comfort place nugas ya sukses couvee seturan,Positif,Netral,id,negative
"Penasaran kok rame ternyata kopinya enak,
antriannya cukup panjang, bagi yg tidak mau antri bisa pesan via onlinefood",penasaran rame kopinya enak antriannya yg antri pesan via onlinefood,Netral,Netral,id,neutral
"🌷yang aku ingat ketika mendengar Couvee yaitu nugas! Wkwk karena dia konsep nya workspace. Banyak mahasiswa/kantoran yg pada ngerjain tugas disini.

🌷Selain tempatnya nyaman, kopinya jangan diragukan lagi lahh. Rekomendasi aku CM dan Salted CM. No debat enak nya! Rasanya gurih, creamy, thick

🌷Baristanya ramah” cuyy. Salam buat mas gondrong sama mas yg kurus ituu dah gak hafal namanya! Lu asik bang, pinjem dulu seratus wkwk",mendengar couvee nugas wkwk konsep nya workspace mahasiswakantoran yg ngerjain tugas tempatnya nyaman kopinya diragukan lahh rekomendasi cm salted cm no debat enak nya gurih creamy thick baristanya ramah cuyy salam mas gondrong mas yg kurus ituu dah gak hafal namanya lu asik bang pinjem seratus wkwk,Negatif,Negatif,id,positive
"Cozy place, serta parkir luas. Ada ruangan khusus untuk merokok di dalam",cozy place parkir luas ruangan khusus merokok,Netral,Negatif,id,positive
"couvee seturan ini lebih luas dari yang jakal cocok kalo buat nugas atau sekedar nongkrong sama temen (colokannya di deket jendela), parkirannya roda 2 sama roda 4 luas di dalam
tempatnya super nyaman, baristanya juga ramah-ramah enak diajak sharing
untuk minumannya baik coffee maupun non coffee enak cuma coffee nya agak strong (kemaren coba necta sama cookie crumble) sedangkan untuk harga disini sih harga mahasiswa",couvee seturan luas jakal cocok kalo nugas sekedar nongkrong temen colokannya deket jendela parkirannya roda roda luas tempatnya super nyaman baristanya ramahramah enak diajak sharing minumannya coffee non coffee enak coffee nya strong kemaren coba necta cookie crumble harga sih harga mahasiswa,Positif,Positif,id,positive
"tempatnya nyaman, kopinya pas buat saya. fasilitasnya baik, parkiran juga  lumayan luas. cukup nyaman untuk kumpul kumpul bersama teman. pelayanan juga cepat, baik dan ramah. Direkomendasikan untuk berkumpul disini.",tempatnya nyaman kopinya pas fasilitasnya parkiran lumayan luas nyaman kumpul kumpul teman pelayanan cepat ramah direkomendasikan berkumpul,Netral,Netral,id,neutral
"Akuuu hampir setiap hari ke couvee sama bebeb (dari jam 9-7 malem). Tempat ternyaman buat tesisan karena lagu yang diputer itu gak nyaring banget dan disini gak berisik (orang-orang pada fokus dilaptop masing-masing) . Apalagi sekarang kan pandemi lagi naik banget, couvee itu menerapkan fisical distancing gituuu, jadi berjarak hehehe.. dan orang-orang disini pada pakai masker. Semoga aja aku dijauhkan dari covid ya guys (aku selalu pakai masker kok gak pernah lepas, minum aja pakai masker), karena mau gak mau tiap hari aku diluar buat tesisan (aku orangnya harus tesisan ditempat gini biar bisa fokus, kalo dikosan bawaannya bobok) dan aku memilih couvee jadi tempat favorite kami buat tesisan. Aku gak tau yaa orang yang kerja disini udah hapal belum sama kami berdua wkwkwk tapi yang jelas tukang parkirnya udah kenal wkwkwk tu lihat fotonya ku kirimin banyak wkwkwk dan selalu suka dikursi yang dipinggir jendela ini. Gak kena ac langsung dan kalo foto bagus banget (terang wow) hahaha",akuuu couvee bebeb jam malem ternyaman tesisan lagu diputer gak nyaring banget gak berisik orangorang fokus dilaptop masingmasing pandemi banget couvee menerapkan fisical distancing gituuu berjarak hehehe orangorang pakai masker semoga aja dijauhkan covid ya guys pakai masker gak lepas minum aja pakai masker gak diluar tesisan orangnya tesisan ditempat gini biar fokus kalo dikosan bawaannya bobok memilih couvee favorite tesisan gak tau yaa orang kerja udah hapal berdua wkwkwk tukang parkirnya udah kenal wkwkwk tu lihat fotonya ku kirimin wkwkwk suka dikursi dipinggir jendela gak kena ac langsung kalo foto bagus banget terang wow hahaha,Positif,Positif,id,positive
"Baru liat apa emang baru caffenya, baru masuk ternyarmta enak juga tempatnya, bisa buat kerja juga, banyak colokan, ada toilet tapi ga nengok sih kalo ada musholanya, karena ga bisa minum kopi.. aku beli matcha lattenya dan enak banget, kerasa banget matcanya, dan katanya ga pake gula.. jadi tambah seneng, parkir juga luas, di belakang bisa buat mobil juga",liat emang caffenya masuk ternyarmta enak tempatnya kerja colokan toilet ga nengok sih kalo musholanya ga minum kopi beli matcha lattenya enak banget kerasa banget matcanya ga pake gula seneng parkir luas mobil,Netral,Negatif,id,neutral
"tiep kali mesen java pasti rasa kopinya uda gak seger gitu ):
biasanya enak bangett banget huhu",tiep kali mesen java kopinya uda gak seger gitu enak bangett banget huhu,Netral,Netral,id,neutral
salah satu caffe dengan view bagus,salah caffe view bagus,Netral,Netral,id,neutral
"Tempatnya selalu ramai dan kebanyakan yg memang cari tempat buat laptopan sendirian, bukan kelompok. Colokannya ga terlalu banyak tersedia di sharing table, karna cuma ada beberapa colokan di lantai dan itu cuma satu, bukan terminal. Di meja dengan seat 2-4 orang ga semuanya dapet akses colokan. Kalo yg mau produktif lama dan butuh power untuk laptop/charge, mesti niat bawa terminal colokan sendiri.
Di smoking area ga tersedia colokan sama sekali di dekat mejanya.",tempatnya ramai kebanyakan yg cari laptopan kelompok colokannya ga tersedia sharing table karna colokan lantai terminal meja seat orang ga dapet akses colokan kalo yg produktif butuh power laptopcharge mesti niat bawa terminal colokan smoking area ga tersedia colokan mejanya,Positif,Netral,id,positive
"Pesanan saya lewat Gr*b sesuai dengan di foto (oatside arabica 3p=3pump=very sweet).

Seharusnya sangat manis (minimal manis wajar) tetapi malah sama sekali tidak terasa gulanya. 😑

Tolong manajemen memperhatikannya lagi karena hal seperti ini terjadi yang kedua kalinya dari Couvee. Bila memang cuma satu kali tak apa lah, wajar-wajar saja. Namun ini yang kedua kali untuk saya yang sudah kasih note manis+ tapi tidak dikasih gula sama sekali. 😮‍💨",pesanan grb sesuai foto oatside arabica ppumpvery sweet manis minimal manis wajar gulanya tolong manajemen memperhatikannya kalinya couvee kali wajarwajar kali kasih note manis dikasih gula,Positif,Positif,id,positive
"Kopi enak, pastry lumayan, tempat luas banget. Tapi untuk ukuran tempat yg luas dan ramenya sampe ratusan orang per hari (atau bahkan ribuan), toiletnya kurang banyak. Cuma ada 1 toilet cewek dan 1 toilet cowok. Kalo mau memperluas area, bisa dipertimbangkan untuk nambah toilet.",kopi enak pastry lumayan luas banget ukuran yg luas ramenya sampe ratusan orang ribuan toiletnya toilet cewek toilet cowok kalo memperluas area dipertimbangkan nambah toilet,Netral,Negatif,id,neutral
"Easy accessed. Di tepian jalan seturan, parking lot available dan luas. Parking costs are average.

Order & cashier in the front, plus tempat ambil order. Bayar dulu, enjoy lalu. Efisien.

Non smoking area cukup luas, meja banyak, colokan listrik ada di bawah meja, buat yang mau nge-charge gadget. Smoking area di belakang. Selama pandemi ane sih mending di ruang yang sirkulasi udaranya besar. Toilets dan wastafel di belakang juga.

Coffe? Nice. The price is actually average  (Segment). Taste good. Kalo ga crowded, servis cukup cepat kok.

Reviewed by Coach Ali (IG: @coachalii)",easy accessed tepian jalan seturan parking lot available luas parking costs are average order cashier in the front plus ambil order bayar enjoy efisien non smoking area luas meja colokan listrik meja ngecharge gadget smoking area pandemi ane sih mending ruang sirkulasi udaranya toilets wastafel coffe nice the price is actually average segment taste good kalo ga crowded servis cepat reviewed by coach ali ig coachalii,Positif,Positif,id,positive
"Tempatnya enak, barista sm pelayannya ramah juga
Kopi udah pasti enak dan harganya terjangkau
Kursinya banyak
Tapi sayangnya tidak diperkenankan membawa makanan dan minuman dari luar

Overall ini kafe paling favorit buat belajar😁",tempatnya enak barista sm pelayannya ramah kopi udah enak harganya terjangkau kursinya sayangnya diperkenankan membawa makanan minuman overall kafe favorit belajar,Netral,Netral,id,neutral
dah lah gausah ditanyaaa jelas enak banget kopinya HAHAHAHA,dah gausah ditanyaaa enak banget kopinya hahahaha,Netral,Positif,id,neutral
terimakasih sudah fast respon terhadap chat pelanggan & servis luar biasa kakak 👍👍👍👍,terimakasih fast respon chat pelanggan servis kakak,Netral,Positif,id,neutral
Kopinya enak utk ukuran es kopi susu lucuk jaman sekarang 👍👍. Parkirnya luas. Bangunan industrial gitu bikin suasana cozy. Sering saya jadiin tmpat kalo buat ketemu client.,kopinya enak utk ukuran es kopi susu lucuk jaman parkirnya luas bangunan industrial gitu bikin suasana cozy jadiin tmpat kalo ketemu client,Netral,Negatif,id,positive
Banyak kopi di jogja tapi dari dulu cuma couvee yg bikin addict. Enak bgt. Selalu memperhatikan pesanan pembeli dan request pembeli juga ❤️ fav disini pandan sm hazelnut.,kopi jogja couvee yg bikin addict enak bgt memperhatikan pesanan pembeli request pembeli fav pandan sm hazelnut,Positif,Netral,id,neutral
"Tempatnya cocok dan nyaman untuk nongkrong ataupun mengerjakan pekerjaan secara daring. Wifi kencang, tersedia smoking area juga.",tempatnya cocok nyaman nongkrong pekerjaan daring wifi kencang tersedia smoking area,Positif,Netral,id,neutral
"Pelayanan sangat lama, Padahal outlet couvee yang lainnya pada bisa cepat berarti ini kan masalah karyawannya yang emang lelet",pelayanan outlet couvee cepat karyawannya emang lelet,Netral,Netral,id,positive
"Tempat nongkrong yang rekomendasi buat tesisan maupun skripsian atau kerja WFH, cukup homey, bukan sekedar kopi namun ada minuman segar sama cake juga untuk cemilan.",nongkrong rekomendasi tesisan skripsian kerja wfh homey sekedar kopi minuman segar cake cemilan,Netral,Netral,id,neutral
"Tempatnya cozy, ambiencenya nyaman sekali. Favorit saya salted caramel extra shot. Saran agar jarak antar pengunjung lebih memperhatikan protokol kesehatan.",tempatnya cozy ambiencenya nyaman favorit salted caramel extra shot saran jarak pengunjung memperhatikan protokol kesehatan,Netral,Negatif,id,negative
"Vibesnya pas banget untuk kerja, tapi sayang ndak ada mushollanya",vibesnya pas banget kerja sayang ndak mushollanya,Netral,Netral,id,neutral
"tempat cozy lebih cocok buat nugas/kerja ketimbang ngobrol. rasa kopi rich dan creamy menurutku lebih enak dari t*ku hehe untuk matcha lattenya lumayan. minus parkir cuma bisa motor, klo bawa mobil jadinya rada ribet",cozy cocok nugaskerja ketimbang ngobrol kopi rich creamy menurutku enak tku hehe matcha lattenya lumayan minus parkir motor klo bawa mobil rada ribet,Positif,Positif,id,neutral
"Quality management nya juara. Dari dulu nyobain th 2017 sampe 2023, rasanya konsisten. Mau di cabang manapun juga rasanya sama. Enak pol. Tetep jadi best coffee place di jogja. Gak pernah tergantikan sih",quality management nya juara nyobain th sampe konsisten cabang manapun enak pol tetep best coffee place jogja gak tergantikan sih,Positif,Positif,id,positive
"Tempatnya luas. Rasa kopinya suka sekali. Terdapat wifi dan stop kontak, sehingga bs mengerjakan tugas dg nyaman.",tempatnya luas kopinya suka wifi stop kontak bs tugas dg nyaman,Negatif,Netral,id,neutral
"kopinya enak TAPIII indoornya sedikit sekali space nya, dan ini selalu rameee pengunjung",kopinya enak tapiii indoornya space nya rameee pengunjung,Netral,Netral,id,neutral
"Tempat nyaman, wifi cukup kencang, ada banyak stop kontak, suasana enak buat ngerjain tugas. Tapi ngga ada batas antara 1 orang dengan lainnya ya? Bebas aja duduk dimana2. Musik pelan jadi bisa lebih fokus ke kerjaan sendiri2.

Pelayanan ramah.

Kalo mau solat nyebrang ke mushollanya shabu suki, semoga bisa punya musholla sendiri ya.

Harga dari 18-25an deh kalo ngga salah yang ukuran reguler.

Rasanya? Lumayan enak, aku sih cocok.",nyaman wifi kencang stop kontak suasana enak ngerjain tugas ngga batas orang ya bebas aja duduk dimana musik pelan fokus kerjaan pelayanan ramah kalo solat nyebrang mushollanya shabu suki semoga musholla ya harga an deh kalo ngga salah ukuran reguler lumayan enak sih cocok,Negatif,Netral,id,positive
"Salah satu kafe kopi terbaik di Jogja.
Bener-bener kopi dengan rasa yang nikmat, dan harga ga bikin kantong jebol. Recommended untuk kamu yang pengen ngerjain tugas. Kafe nya terlihat nyaman dan cocok untuk santai.",salah kafe kopi terbaik jogja benerbener kopi nikmat harga ga bikin kantong jebol recommended pengen ngerjain tugas kafe nya nyaman cocok santai,Positif,Netral,id,positive
"Klu ke yogya pasti tiap hr nongkrong di sini. Best coffee ever, sayang yg di jkt udh tutup (saran coba buka daerah binus atau daerah dekat ktr atau kampus). Pdhal kopi nya enak bgt jauh beda dng kopi kena*g*an rasa nya. Suasana enak dan nyaman, ac dingin t4 nongkrong yg enak bgt sambil nemenin suami bikin tesis nya. Betah lama2 disini hehehe.  Favorit kopi melacca, everyday latte must try this and worth it to try",klu yogya hr nongkrong best coffee ever sayang yg jkt udh tutup saran coba buka daerah binus daerah ktr kampus pdhal kopi nya enak bgt beda dng kopi kenagan nya suasana enak nyaman ac dingin t nongkrong yg enak bgt nemenin suami bikin tesis nya betah hehehe favorit kopi melacca everyday latte must try this and worth it to try,Positif,Positif,id,positive
Coffe terenak selama di jogja 🧨,coffe terenak jogja,Netral,Netral,id,neutral
Emang menu latte di sini ga bisa di sajikan hot ya?,emang menu latte ga sajikan hot ya,Netral,Positif,id,neutral
"sayang gada musholla, jadi harus jalan keluar dan numpang ke musholla rumah makan depan/seberangnya.",sayang gada musholla jalan numpang musholla rumah makan depanseberangnya,Netral,Netral,id,neutral
"Kopinya enak, signaturenya mulai dari 19 ribu, tempatnya enak, parkirnya luas, ada didaerah perumnas,kebetulan kerja di daerah babarsari jadi deket dan sering kesini. tutup jam 12 malem, yang paling penting ini sih WC nya bersihh dan gak disatuin cewek cowok 🔥",kopinya enak signaturenya ribu tempatnya enak parkirnya luas didaerah perumnaskebetulan kerja daerah babarsari deket kesini tutup jam malem sih wc nya bersihh gak disatuin cewek cowok,Netral,Netral,id,positive
"Tempat lumayan cozy, pelayanan di kasir lumayan lama..

Kemudian baiknya stok makanan diperiksa dulu sebelum mengiyakan transaksi. Namun handling complainnya bagus",lumayan cozy pelayanan kasir lumayan baiknya stok makanan diperiksa mengiyakan transaksi handling complainnya bagus,Netral,Negatif,id,neutral
"Varian kopinya enak-enak semuaaa dengan harga sangat murah untuk hitungan coffee shop di jogja apalagi buat kantong mahasiswa. Syahdu buat ngumpul sama teman-teman. Tapi untuk nugas yg agak lama mungkin kurang nyaman karena agak ramai dan berisik. Tempat bersih, lahan parkir sangat luas, wifi kenceng. Ada smoking area juga.",varian kopinya enakenak semuaaa harga murah hitungan coffee shop jogja kantong mahasiswa syahdu ngumpul temanteman nugas yg nyaman ramai berisik bersih lahan parkir luas wifi kenceng smoking area,Netral,Netral,id,neutral
Best of the best coffee shop in Yogyakarta!! Kualitas kopi oke. Blending kopi dan susunya juga pas. Varian java dan caramel macchiato juarakkk.,best of the best coffee shop in yogyakarta kualitas kopi oke blending kopi susunya pas varian java caramel macchiato juarakkk,Positif,Positif,id,positive
"Tempat ngopi yg asik buat nongkrong,nugas, dan lainnya.",ngopi yg asik nongkrongnugas,Netral,Netral,id,neutral
"Tempat ngopi kekinian buat muda mudi Jogja. Saya datang berkunjung di sore hari dan di lantai bawah sudah penuh dengan pengunjung yang kebanyakan membutuhkan tempat untuk nugas atau bekerja. Di lantai atas cukup sepi tapi di sini smoking area jadi asapnya cukup mengganggu bagi perokok pasif. Overall tempatnya nyaman, toiletnya bersih, kopinya oke.",ngopi kekinian muda mudi jogja berkunjung sore lantai penuh pengunjung kebanyakan membutuhkan nugas lantai sepi smoking area asapnya mengganggu perokok pasif overall tempatnya nyaman toiletnya bersih kopinya oke,Negatif,Netral,id,positive
"Es lemonnya enak.
Nyes bgt diminum pas siang2.
Cepet juga pelayanannya..",es lemonnya enak nyes bgt diminum pas siang cepet pelayanannya,Netral,Netral,id,positive
"Gak pernah absen ngopi di couvee, luvv💚",gak absen ngopi couvee luvv,Netral,Netral,id,neutral
"Setiap kesini selalu puas dengan segala aspeknya mulai dari rasa dan pelayanannya, pokoknya recommended🥰🥰🥰",kesini puas aspeknya pelayanannya pokoknya recommended,Positif,Netral,id,neutral
"ku akuin untuk t4nya nyaman, sayangnya cafe  nya ga ada  ""TEMPAT UNTUK SHOLAT"" nya, sayang disayangkan kalau mau sholat harus keluar dulu",ku akuin tnya nyaman sayangnya cafe nya ga sholat nya sayang disayangkan sholat,Netral,Netral,id,neutral
"Sepintas kedai kopi ini terlihat biasa saja. Seperti kedai kopi kebanyakan yang menawarkan bentuk bangunan dengan dinding kaca. Sehingga sangat jelas terlihat dari luar. Dari luar jelas terlihat jika pengunjung sore itu sedang ramai. Ternyata memang selalu ramai ujar seorang teman. Java nya enak, seperti sanger di Banda Aceh. Cocok buat duduk santai atau bekerja. Wajar saja ramai, pelayanan ramah dan cepat, harga terjangkau, tempatnya bersih.",sepintas kedai kopi kedai kopi kebanyakan menawarkan bentuk bangunan dinding kaca pengunjung sore ramai ramai teman java nya enak sanger banda aceh cocok duduk santai wajar ramai pelayanan ramah cepat harga terjangkau tempatnya bersih,Negatif,Netral,id,positive
"Meja dan kursinya udah nyaman banget buat nugas tapi sayang  ngga nyediain makanan berat huhu. Dan kebetulan saya kedapetan tempat yg pas-pasan sama AC jadi dingin banget. Tadi nya mau nugas lama, tapi jadi ga nyaman karena laper dan kedinginan hehe.",meja kursinya udah nyaman banget nugas sayang ngga nyediain makanan berat huhu kedapetan yg paspasan ac dingin banget nya nugas ga nyaman laper kedinginan hehe,Netral,Netral,id,neutral
"Kayaknya selama di Jogja, ini kopi yang paling cocok di lidah. Aku pesen Melaka dan Salted Caramel Latte. Untuk ukuran large, harganya juga nggak terlalu mahal. Menurutku antrian ojek online sama customer harusnya dibedain ya. Prokes jalan, masuk langsung diukur suhu. Tapi parkir mobil di sini agak bikin bingung ya",kayaknya jogja kopi cocok lidah pesen melaka salted caramel latte ukuran large harganya nggak mahal menurutku antrian ojek online customer dibedain ya prokes jalan masuk langsung diukur suhu parkir mobil bikin bingung ya,Netral,Positif,id,positive
"Tidak menjual cemilan.
Interior bagus, wifi oke. Harga start from 22k. Parkiran motor luas",menjual cemilan interior bagus wifi oke harga start from k parkiran motor luas,Netral,Netral,id,positive
Love banget sama everydaylatte nya couvee seturan konsisten banget rasanya😭😭😭😭😭😭,love banget everydaylatte nya couvee seturan konsisten banget,Positif,Positif,id,positive
"Aku suka kopinya enak, balance antara pait kopi dan gula nya. Tempat nyaman dan harga standar cafe sih.",suka kopinya enak balance pait kopi gula nya nyaman harga standar cafe sih,Netral,Netral,id,neutral
"Coffee shop worth it banget buat suka ngopi harga murah, rasa standar,  ada wifi,  cocok buat tempat ngerjain tugas, Ac,  cozy, tempat strategis, pelayanannya ramah.  Tapi tempanya sering ramai.",coffee shop worth it banget suka ngopi harga murah standar wifi cocok ngerjain tugas ac cozy strategis pelayanannya ramah tempanya ramai,Positif,Positif,id,neutral
"Resto gak profesional kalau dah ikut online seharus nya oderan masuk di buat kan gak harus antri sama oderan offline, udah gitu gak dibuatin sesuai kedatangan customer, driver yang udah nunggu lama dilompatin terus.",resto gak profesional dah online seharus nya oderan masuk gak antri oderan offline udah gitu gak dibuatin sesuai kedatangan customer driver udah nunggu dilompatin,Negatif,Netral,id,positive
"Cabang Couvee di Jogja yang bisa buat nongkrong, nyore, dan ngerjain tugas. Mau sendiri atau sama temen-temen, bisa banget. Varian minuman banyak dan murah, enak-enak, ada yang coffee dan non-coffee. Minuman favorit, White. Untuk tempat, agak nyelip, patokannya, kirinya Circle K. Ada indoor, semi-outdoor, dan outdoor. Toilet ada. Parkir luas, 2-4 mobil bisa masuk, masuk parkiran, bukan coffee shopnya. Instagrammable? Ya. Overall excellent!",cabang couvee jogja nongkrong nyore ngerjain tugas tementemen banget varian minuman murah enakenak coffee noncoffee minuman favorit white nyelip patokannya kirinya circle k indoor semioutdoor outdoor toilet parkir luas mobil masuk masuk parkiran coffee shopnya instagrammable ya overall excellent,Positif,Positif,id,neutral
Kopinya juga enakk bener yg java sama caramel machiatto,kopinya enakk bener yg java caramel machiatto,Netral,Netral,id,neutral
Ngantri lama bgt mesen cuman satu antri sejam. Gak worth it.,ngantri bgt mesen cuman antri sejam gak worth it,Positif,Positif,id,neutral
Tempatnya rame. Minumannya enak. Wifinya kenceng. Enak buat kerja laptopan sambil menangisi nasib.,tempatnya rame minumannya enak wifinya kenceng enak kerja laptopan menangisi nasib,Netral,Netral,id,neutral
"Paling cocok buat mahasiswa. Ada spot buat nugas sendiri, ada spot buat nugas dlm kelompok kecil, ada spot buat nugas dlm kelmpok gede juga.",cocok mahasiswa spot nugas spot nugas dlm kelompok spot nugas dlm kelmpok gede,Netral,Netral,id,neutral
