Transaction_ID,Date,Region,Product,Customer_Age,Customer_Gender,Customer_Segment,Sales_Channel,Units_Sold,Unit_Price,Discount,Tax,Revenue,Expenses,Profit,Profit_Margin,Operational_Inefficiency
TXN000917,2021-03-25,North,Furniture,37,Female,Retail,Mixed,7,101.79,17.48,15.32,1178.04,651.3,511.42,0.43,Normal
TXN000918,2020-01-10,West,Electronics,62,Non-Binary,Retail,Online,5,553.57,138.88,37.28,3287.76,2156.18,1094.3,0.33,Normal
TXN000919,2022-04-03,Central,Electronics,67,Female,Retail,Offline,3,78.1,5.14,4.5,437.71,328.4,104.81,0.24,High
TXN000920,2022-03-08,West,Groceries,41,Non-Binary,Wholesale,Mixed,8,468.06,123.8,32.22,5389.91,3961.61,1396.08,0.26,High
TXN000921,2023-06-19,East,Furniture,64,Female,Retail,Mixed,2,82.79,7.8,13.88,240.98,148.33,78.77,0.33,Normal
TXN000922,2023-06-28,Central,Home Essentials,64,Female,Enterprise,Online,4,362.29,67.43,70.17,1804.67,952.51,781.99,0.43,Normal
TXN000923,2022-05-26,West,Electronics,25,Male,Enterprise,Offline,6,883.05,174.51,138.92,7626.27,5636.8,1850.55,0.24,High
TXN000924,2022-10-25,East,Groceries,68,Non-Binary,Wholesale,Mixed,3,751.47,101.67,45.55,2033.1,1306.66,680.89,0.33,Normal
TXN000925,2023-02-16,West,Electronics,31,Male,Wholesale,Mixed,6,425.28,76.66,64.05,3894.41,2282.42,1547.94,0.4,Normal
TXN000926,2022-10-12,West,Electronics,56,Non-Binary,Retail,Offline,6,363.28,53.82,25.43,1874.11,1230.79,617.89,0.33,Normal
TXN000927,2024-12-29,Central,Electronics,31,Male,Wholesale,Online,5,377.43,105.9,44.6,2024.79,1364.67,615.52,0.3,Normal
TXN000928,2021-01-08,East,Groceries,22,Female,Enterprise,Mixed,6,149.13,8.35,11.44,1325.0,782.38,531.18,0.4,Normal
TXN000929,2022-12-24,North,Groceries,64,Male,Enterprise,Offline,10,402.84,107.59,59.24,4251.29,2916.32,1275.73,0.3,Normal
TXN000930,2020-05-25,South,Clothing,38,Female,Enterprise,Mixed,4,595.73,41.26,87.43,3978.64,2004.74,1886.47,0.47,Normal
TXN000931,2020-08-11,Central,Clothing,32,Non-Binary,Wholesale,Mixed,13,850.98,158.32,159.06,10557.17,6243.34,4154.77,0.39,Normal
TXN000932,2023-06-16,East,Clothing,53,Female,Enterprise,Mixed,6,688.88,206.34,56.01,4724.55,3708.88,959.66,0.2,High
TXN000933,2020-06-25,West,Electronics,50,Male,Wholesale,Online,1,645.2,65.69,122.61,896.66,667.09,106.96,0.12,High
TXN000934,2024-12-07,East,Furniture,34,Non-Binary,Retail,Offline,2,85.85,13.45,14.37,189.28,95.31,79.6,0.42,Normal
TXN000935,2022-05-02,South,Groceries,37,Male,Enterprise,Mixed,5,159.88,26.0,10.62,1292.99,870.46,411.91,0.32,Normal
TXN000936,2023-07-29,South,Clothing,18,Female,Retail,Mixed,9,112.55,24.58,11.42,1007.12,744.99,250.71,0.25,High
TXN000937,2020-03-03,North,Furniture,33,Female,Enterprise,Mixed,10,207.06,26.54,36.61,3505.76,2048.95,1420.2,0.41,Normal
TXN000938,2023-05-25,North,Clothing,62,Male,Enterprise,Online,3,778.5,199.43,54.07,3128.39,2098.87,975.45,0.31,Normal
TXN000939,2022-04-06,South,Clothing,35,Non-Binary,Enterprise,Mixed,8,627.96,64.45,47.45,9008.63,6584.29,2376.89,0.26,High
TXN000940,2022-03-05,Central,Furniture,27,Male,Retail,Offline,8,453.5,135.58,75.57,4949.35,2834.49,2039.29,0.41,Normal
TXN000941,2021-11-19,Central,Clothing,40,Female,Enterprise,Online,6,31.36,8.16,3.95,162.75,119.24,39.56,0.24,High
TXN000942,2024-01-24,West,Electronics,35,Non-Binary,Retail,Offline,11,674.75,39.44,103.59,11885.5,8525.36,3256.55,0.27,High
TXN000943,2024-06-21,North,Electronics,66,Male,Wholesale,Mixed,8,548.6,123.51,80.49,5377.91,2981.74,2315.68,0.43,Normal
TXN000944,2020-04-14,West,Electronics,26,Female,Enterprise,Mixed,7,101.17,8.88,7.79,1283.05,788.29,486.97,0.38,Normal
TXN000945,2023-01-27,North,Home Essentials,63,Non-Binary,Enterprise,Online,6,706.74,179.05,137.96,5458.79,4005.72,1315.11,0.24,High
TXN000946,2021-05-25,South,Clothing,47,Male,Retail,Mixed,8,284.43,41.14,49.63,3504.96,2420.36,1034.97,0.3,Normal
TXN000947,2021-01-19,Central,Home Essentials,30,Non-Binary,Enterprise,Offline,7,494.33,56.28,43.66,5092.09,3326.94,1721.49,0.34,Normal
TXN000948,2021-02-08,Central,Groceries,69,Female,Wholesale,Offline,8,332.4,24.38,49.66,4462.65,2753.01,1659.98,0.37,Normal
TXN000949,2022-04-02,South,Furniture,69,Male,Enterprise,Offline,6,336.12,39.66,17.29,3557.45,2134.68,1405.48,0.4,Normal
TXN000950,2021-06-01,West,Groceries,48,Male,Wholesale,Mixed,9,77.85,5.01,4.0,1147.64,732.41,411.23,0.36,Normal
TXN000951,2021-04-20,West,Home Essentials,63,Female,Wholesale,Mixed,8,66.8,19.87,3.76,741.19,463.19,274.24,0.37,Normal
TXN000952,2021-12-09,East,Electronics,60,Female,Enterprise,Online,11,782.24,90.6,97.42,10005.62,5666.92,4241.28,0.42,Normal
TXN000953,2024-07-26,North,Clothing,30,Female,Enterprise,Online,8,23.22,2.91,3.3,209.19,154.93,50.96,0.24,High
TXN000954,2022-02-09,West,Clothing,49,Male,Wholesale,Offline,5,301.86,41.75,22.0,2364.03,1874.55,467.48,0.2,High
TXN000955,2023-12-31,South,Electronics,34,Female,Wholesale,Offline,4,952.25,148.71,119.42,4821.24,3127.48,1574.34,0.33,Normal
TXN000956,2022-11-12,West,Clothing,20,Male,Wholesale,Online,5,802.81,106.93,115.58,3919.59,3108.28,695.73,0.18,High
TXN000957,2022-09-23,Central,Furniture,18,Male,Enterprise,Online,6,528.02,103.35,78.91,2559.34,1560.26,920.17,0.36,Normal
TXN000958,2024-05-07,North,Furniture,22,Non-Binary,Retail,Offline,8,747.34,151.36,131.39,9074.34,5464.71,3478.24,0.38,Normal
TXN000959,2021-11-07,East,Furniture,49,Female,Enterprise,Online,4,944.91,57.96,112.69,3900.17,3005.97,781.51,0.2,High
TXN000960,2021-12-14,North,Groceries,42,Female,Retail,Mixed,11,941.07,179.44,184.15,11358.45,8961.11,2213.19,0.19,High
TXN000961,2024-01-21,Central,Electronics,62,Non-Binary,Retail,Mixed,7,456.91,122.41,87.51,3926.32,2283.58,1555.23,0.4,Normal
TXN000962,2020-03-23,Central,Furniture,22,Male,Enterprise,Online,8,335.96,29.95,66.43,4883.84,3800.47,1016.94,0.21,High
TXN000963,2023-03-14,Central,Home Essentials,54,Male,Retail,Online,6,753.17,99.86,145.43,7743.79,4175.69,3422.67,0.44,Normal
TXN000964,2023-01-13,Central,Furniture,40,Male,Wholesale,Mixed,9,421.98,85.15,60.17,4883.58,3425.95,1397.46,0.29,High
TXN000965,2023-01-06,South,Groceries,29,Female,Enterprise,Mixed,8,171.71,35.41,21.28,1691.81,1294.69,375.84,0.22,High
TXN000966,2021-04-01,East,Home Essentials,51,Male,Retail,Offline,11,209.89,14.38,23.85,4301.21,2677.76,1599.6,0.37,Normal
TXN000967,2020-01-01,Central,Electronics,40,Non-Binary,Wholesale,Online,9,552.25,86.45,62.47,6324.38,3450.06,2811.85,0.44,Normal
TXN000968,2020-02-20,Central,Electronics,33,Male,Retail,Mixed,8,519.0,30.85,65.47,7360.16,5660.54,1634.15,0.22,High
TXN000969,2021-11-15,West,Furniture,66,Female,Retail,Online,6,474.07,133.73,67.31,2336.44,1710.28,558.85,0.24,High
TXN000970,2021-12-17,East,Home Essentials,22,Female,Wholesale,Mixed,6,382.65,83.89,38.13,2474.92,1283.44,1153.35,0.47,Normal
TXN000971,2024-11-30,North,Home Essentials,61,Male,Wholesale,Mixed,9,338.6,25.38,42.08,3532.5,2224.27,1266.15,0.36,Normal
TXN000972,2024-01-09,East,Furniture,64,Male,Enterprise,Online,5,204.47,43.59,20.11,1268.66,910.26,338.29,0.27,High
TXN000973,2021-03-24,East,Furniture,45,Female,Retail,Offline,5,688.21,51.39,69.51,6352.17,4098.42,2184.24,0.34,Normal
TXN000974,2022-05-30,East,Clothing,23,Male,Enterprise,Mixed,4,513.04,32.87,60.19,3390.7,2627.71,702.8,0.21,High
TXN000975,2021-05-02,Central,Clothing,30,Non-Binary,Enterprise,Online,5,381.96,39.65,39.48,3305.98,1690.84,1575.66,0.48,Normal
TXN000976,2024-12-28,Central,Furniture,60,Female,Retail,Mixed,6,781.84,229.26,120.84,4916.16,3512.14,1283.18,0.26,High
TXN000977,2020-02-03,South,Groceries,47,Male,Retail,Online,6,639.76,124.61,76.91,5490.11,4286.19,1127.01,0.21,High
TXN000978,2023-10-03,North,Clothing,43,Male,Enterprise,Online,4,760.51,99.9,117.28,2643.43,1517.96,1008.19,0.38,Normal
TXN000979,2020-04-04,West,Furniture,34,Male,Wholesale,Mixed,8,651.55,43.27,105.34,9727.41,7041.69,2580.38,0.27,High
TXN000980,2022-12-31,East,Home Essentials,26,Non-Binary,Enterprise,Offline,5,632.51,34.09,43.56,4488.15,2738.81,1705.78,0.38,Normal
TXN000981,2024-04-23,North,Clothing,33,Female,Retail,Mixed,3,423.58,115.87,51.92,1811.32,1088.11,671.29,0.37,Normal
TXN000982,2020-06-02,North,Groceries,66,Non-Binary,Wholesale,Mixed,3,295.42,50.25,33.22,1276.54,838.33,404.99,0.32,Normal
TXN000983,2020-09-06,South,Electronics,69,Male,Enterprise,Offline,5,246.47,17.94,18.71,1189.74,818.89,352.14,0.3,Normal
TXN000984,2021-11-04,West,Home Essentials,35,Non-Binary,Retail,Offline,3,900.69,167.8,81.54,2384.27,1680.66,622.07,0.26,High
TXN000985,2021-03-13,East,Groceries,30,Male,Wholesale,Online,8,216.84,14.38,25.48,3195.3,2058.43,1111.39,0.35,Normal
TXN000986,2020-04-27,West,Groceries,46,Male,Wholesale,Online,8,679.36,102.8,55.33,8984.74,6991.14,1938.27,0.22,High
TXN000987,2022-02-09,South,Groceries,60,Female,Wholesale,Offline,6,205.61,57.1,17.05,1619.69,917.11,685.53,0.42,Normal
TXN000988,2023-08-22,Central,Home Essentials,62,Female,Retail,Offline,4,940.15,264.71,179.26,3005.86,2265.22,561.38,0.19,High
TXN000989,2020-09-24,North,Groceries,41,Male,Enterprise,Mixed,10,212.11,61.11,13.55,1513.7,1137.63,362.52,0.24,High
TXN000990,2022-12-13,East,Electronics,62,Male,Retail,Offline,7,857.76,73.5,86.93,7397.75,3984.89,3325.93,0.45,Normal
TXN000991,2020-08-23,Central,Clothing,61,Male,Retail,Mixed,8,936.42,89.75,68.02,7463.62,4556.42,2839.18,0.38,Normal
TXN000992,2021-01-23,South,Home Essentials,63,Female,Wholesale,Mixed,7,222.76,58.53,18.19,1946.1,1298.59,629.32,0.32,Normal
TXN000993,2022-09-16,West,Groceries,30,Female,Enterprise,Mixed,6,889.31,67.26,156.75,5011.37,3613.19,1241.43,0.25,High
TXN000994,2024-10-23,North,Furniture,42,Male,Wholesale,Offline,8,127.27,6.76,12.41,1002.18,770.94,218.83,0.22,High
TXN000995,2022-02-01,East,Clothing,58,Female,Retail,Offline,5,705.99,158.68,43.76,4821.0,3812.67,964.57,0.2,High
TXN000996,2021-02-04,Central,Home Essentials,63,Male,Wholesale,Mixed,4,516.75,83.14,60.44,3093.12,1809.81,1222.87,0.4,Normal
TXN000997,2021-09-15,Central,Furniture,18,Non-Binary,Retail,Offline,9,961.89,241.33,78.17,6603.49,4677.23,1848.09,0.28,High
TXN000998,2022-02-05,North,Furniture,26,Female,Retail,Online,10,491.33,43.61,73.66,8015.98,5855.73,2086.59,0.26,High
TXN000999,2023-08-19,West,Groceries,21,Male,Retail,Online,2,87.06,13.86,7.27,165.34,103.15,54.92,0.33,Normal
TXN001000,2022-07-07,South,Home Essentials,45,Non-Binary,Wholesale,Mixed,3,143.71,36.53,28.61,467.11,267.35,171.15,0.37,Normal
TXN001001,2023-05-15,West,Groceries,29,Male,Enterprise,Offline,3,335.02,38.42,22.86,1659.28,1199.86,436.56,0.26,High
TXN001002,2023-06-06,West,Electronics,41,Non-Binary,Wholesale,Online,3,479.59,80.47,70.37,2050.48,1274.63,705.48,0.34,Normal
TXN001003,2022-05-02,West,Furniture,63,Female,Retail,Mixed,3,958.77,197.07,102.15,4413.83,2458.57,1853.11,0.42,Normal
TXN001004,2021-07-31,North,Electronics,26,Female,Wholesale,Online,3,494.61,113.76,64.26,1436.03,726.19,645.58,0.45,Normal
TXN001005,2020-03-15,North,Groceries,52,Male,Retail,Mixed,4,931.42,168.21,97.53,6046.35,3709.93,2238.89,0.37,Normal
TXN001006,2021-03-10,South,Clothing,55,Female,Enterprise,Mixed,8,915.08,211.13,163.95,11059.17,6183.78,4711.44,0.43,Normal
TXN001007,2020-04-12,West,Furniture,52,Female,Enterprise,Mixed,5,185.35,44.16,19.01,1404.7,975.81,409.88,0.29,Normal
TXN001008,2023-12-16,North,Clothing,50,Non-Binary,Retail,Online,3,920.9,237.9,93.57,2811.89,2051.43,666.89,0.24,High
TXN001009,2024-09-23,South,Home Essentials,52,Female,Enterprise,Mixed,3,270.08,74.82,32.25,587.76,328.32,227.19,0.39,Normal
TXN001010,2022-02-02,South,Furniture,63,Non-Binary,Retail,Mixed,3,840.07,189.63,92.95,3451.89,2725.27,633.67,0.18,High
TXN001011,2022-01-07,West,Electronics,37,Non-Binary,Wholesale,Online,5,975.78,267.66,76.9,5523.7,3080.42,2366.38,0.43,Normal
TXN001012,2022-03-16,East,Clothing,19,Non-Binary,Wholesale,Mixed,8,90.54,5.9,11.83,1341.08,794.99,534.26,0.4,Normal
TXN001013,2023-08-22,West,Home Essentials,61,Female,Enterprise,Online,1,687.78,56.74,54.55,702.07,434.5,213.02,0.3,Normal
TXN001014,2020-04-07,East,Furniture,43,Male,Enterprise,Mixed,5,437.73,66.13,40.57,3709.74,2653.36,1015.81,0.27,High
TXN001015,2022-03-08,South,Home Essentials,59,Male,Retail,Offline,3,466.04,42.69,77.12,2485.57,1870.12,538.33,0.22,High
TXN001016,2023-09-20,North,Electronics,30,Female,Enterprise,Offline,6,567.59,76.25,45.67,2973.21,1994.38,933.16,0.31,Normal
TXN001017,2022-05-08,Central,Furniture,47,Non-Binary,Enterprise,Online,6,946.53,256.41,48.52,7880.78,4135.53,3696.73,0.47,Normal
TXN001018,2021-03-10,South,Home Essentials,69,Female,Enterprise,Mixed,6,639.48,51.59,98.97,6926.89,5343.5,1484.42,0.21,High
TXN001019,2021-03-22,North,Groceries,49,Male,Retail,Online,10,991.99,207.24,186.74,15634.08,9078.78,6368.56,0.41,Normal
TXN001020,2023-08-24,South,Furniture,53,Non-Binary,Wholesale,Mixed,7,965.94,103.57,78.14,6651.77,4626.28,1947.35,0.29,Normal
TXN001021,2020-09-05,West,Furniture,36,Female,Retail,Online,5,859.18,148.6,143.64,3711.71,2775.91,792.16,0.21,High
TXN001022,2020-06-14,East,Furniture,39,Non-Binary,Retail,Offline,7,705.16,105.07,123.48,6889.52,5229.72,1536.32,0.22,High
TXN001023,2024-02-13,South,Furniture,18,Non-Binary,Enterprise,Online,6,247.19,65.78,40.76,2006.6,1114.03,851.81,0.42,Normal
TXN001024,2022-09-10,North,Groceries,28,Male,Wholesale,Offline,5,581.52,107.43,102.77,2445.26,1224.96,1117.53,0.46,Normal
TXN001025,2023-09-20,West,Electronics,43,Non-Binary,Retail,Offline,7,249.13,63.62,38.18,1309.66,1025.9,245.58,0.19,High
TXN001026,2022-10-16,Central,Groceries,65,Female,Enterprise,Offline,5,955.16,146.63,53.8,4111.9,2483.71,1574.39,0.38,Normal
TXN001027,2021-06-25,West,Groceries,36,Non-Binary,Retail,Online,7,959.62,206.73,112.44,8199.58,5541.31,2545.83,0.31,Normal
TXN001028,2022-01-28,East,Home Essentials,36,Non-Binary,Enterprise,Online,9,345.93,95.92,27.32,3896.65,2887.46,981.87,0.25,High
TXN001029,2023-02-03,West,Clothing,29,Female,Wholesale,Offline,9,67.15,5.85,9.34,979.94,579.11,391.49,0.4,Normal
TXN001030,2024-05-05,Central,Clothing,20,Male,Wholesale,Online,6,831.23,157.98,128.7,7728.28,6157.84,1441.74,0.19,High
TXN001031,2020-03-21,North,Home Essentials,35,Male,Enterprise,Mixed,4,365.05,75.93,71.72,2303.98,1201.22,1031.04,0.45,Normal
TXN001032,2020-05-12,South,Groceries,66,Female,Retail,Offline,5,333.12,68.06,49.82,2486.7,1524.84,912.04,0.37,Normal
TXN001033,2022-03-07,East,Home Essentials,22,Non-Binary,Retail,Mixed,2,588.35,110.52,70.41,1866.89,1062.83,733.65,0.39,Normal
TXN001034,2022-06-18,Central,Furniture,65,Female,Wholesale,Offline,4,20.47,5.09,3.74,99.36,54.08,41.54,0.42,Normal
TXN001035,2020-05-17,East,Home Essentials,41,Female,Retail,Mixed,6,387.47,25.06,27.79,4015.45,2427.98,1559.68,0.39,Normal
TXN001036,2020-07-02,West,Home Essentials,31,Female,Enterprise,Offline,2,428.04,92.34,35.02,998.43,616.13,347.28,0.35,Normal
TXN001037,2023-11-25,East,Furniture,68,Male,Enterprise,Offline,5,971.37,263.78,87.11,4279.5,3229.43,962.96,0.23,High
TXN001038,2023-09-15,Central,Clothing,55,Non-Binary,Enterprise,Offline,5,175.22,48.84,15.3,643.44,454.3,173.84,0.27,High
TXN001039,2022-02-23,South,Furniture,20,Female,Wholesale,Online,6,167.6,15.82,18.16,1730.91,1255.42,457.33,0.26,High
TXN001040,2024-03-11,South,Electronics,23,Male,Wholesale,Mixed,10,626.97,125.67,99.54,9875.25,6860.27,2915.44,0.3,Normal
TXN001041,2022-09-10,East,Home Essentials,29,Male,Wholesale,Offline,7,96.62,11.6,18.8,613.92,432.0,163.12,0.27,High
TXN001042,2020-03-09,North,Home Essentials,69,Non-Binary,Enterprise,Online,9,628.65,145.04,58.11,8547.29,4895.3,3593.88,0.42,Normal
TXN001043,2021-06-29,East,Clothing,28,Female,Wholesale,Offline,7,419.29,29.29,29.22,4153.73,2986.24,1138.27,0.27,High
TXN001044,2024-12-02,West,Groceries,56,Non-Binary,Enterprise,Mixed,10,22.58,1.83,4.41,263.16,177.9,80.85,0.31,Normal
TXN001045,2020-02-22,South,Furniture,43,Female,Retail,Offline,5,451.83,98.56,67.4,3348.07,2449.73,830.94,0.25,High
TXN001046,2024-01-13,South,Groceries,18,Male,Wholesale,Online,9,743.99,139.13,61.23,8769.65,5373.23,3335.19,0.38,Normal
TXN001047,2020-07-23,South,Electronics,33,Male,Retail,Offline,6,149.95,41.09,24.52,856.39,512.87,319.0,0.37,Normal
TXN001048,2020-05-05,North,Furniture,65,Non-Binary,Retail,Offline,3,199.89,11.41,23.47,1081.79,591.74,466.58,0.43,Normal
TXN001049,2024-11-05,North,Electronics,66,Female,Wholesale,Offline,6,249.78,56.3,34.84,1270.27,850.62,384.81,0.3,Normal
TXN001050,2020-02-12,Central,Electronics,64,Non-Binary,Wholesale,Offline,12,402.09,91.9,72.44,6838.65,4086.32,2679.89,0.39,Normal
TXN001051,2024-11-10,East,Electronics,26,Female,Retail,Online,9,950.18,244.49,78.6,7118.74,5090.28,1949.86,0.27,High
TXN001052,2020-04-20,East,Furniture,22,Non-Binary,Retail,Offline,9,89.14,21.63,10.22,1197.79,894.22,293.35,0.24,High
TXN001053,2022-01-30,West,Furniture,69,Male,Retail,Mixed,7,825.24,148.33,46.18,8277.4,6097.7,2133.52,0.26,High
TXN001054,2024-08-13,South,Clothing,25,Non-Binary,Enterprise,Mixed,4,804.72,97.96,128.24,3278.27,2243.19,906.84,0.28,Normal
TXN001055,2023-04-21,North,Home Essentials,38,Female,Retail,Offline,2,476.37,70.76,31.91,1599.22,868.5,698.81,0.44,Normal
TXN001056,2022-04-27,West,Groceries,50,Non-Binary,Enterprise,Online,7,153.32,27.7,25.56,1716.19,1089.59,601.04,0.35,Normal
TXN001057,2020-04-04,West,Groceries,56,Female,Wholesale,Mixed,7,619.91,31.69,81.8,8230.79,6164.88,1984.11,0.24,High
TXN001058,2023-10-29,North,Electronics,60,Non-Binary,Retail,Offline,8,728.87,52.93,71.8,5720.97,3959.36,1689.81,0.3,Normal
TXN001059,2024-03-23,East,Furniture,37,Female,Wholesale,Offline,5,172.14,31.94,12.19,1398.47,966.13,420.15,0.3,Normal
TXN001060,2022-06-18,South,Furniture,62,Female,Retail,Online,9,704.97,210.76,62.7,7184.02,5194.43,1926.89,0.27,High
TXN001061,2020-12-25,East,Electronics,39,Female,Wholesale,Offline,10,922.12,132.9,116.92,11499.07,6194.22,5187.93,0.45,Normal
TXN001062,2022-06-18,West,Home Essentials,30,Non-Binary,Retail,Online,6,205.7,51.36,10.92,1495.7,1049.11,435.67,0.29,High
TXN001063,2024-09-15,South,Groceries,56,Non-Binary,Enterprise,Mixed,6,143.16,20.83,10.88,745.75,433.28,301.59,0.4,Normal
TXN001064,2020-10-07,Central,Clothing,28,Male,Wholesale,Offline,9,673.54,54.63,95.77,5591.85,3788.68,1707.4,0.31,Normal
TXN001065,2023-05-03,West,Home Essentials,35,Female,Wholesale,Online,3,491.49,128.04,68.16,2101.28,1428.6,604.52,0.29,Normal
TXN001066,2023-05-03,East,Furniture,47,Male,Retail,Offline,6,856.86,183.7,100.24,7783.73,4314.82,3368.67,0.43,Normal
TXN001067,2021-10-28,East,Electronics,50,Male,Enterprise,Offline,6,525.6,43.72,26.79,3047.44,2138.23,882.42,0.29,High
TXN001068,2020-04-02,East,Groceries,61,Female,Enterprise,Mixed,4,824.49,131.1,106.28,5546.49,3953.87,1486.34,0.27,High
TXN001069,2021-11-02,North,Electronics,20,Male,Enterprise,Offline,6,407.21,43.31,75.8,2347.35,1466.39,805.16,0.34,Normal
TXN001070,2020-03-01,West,Furniture,18,Non-Binary,Retail,Online,5,212.2,45.98,23.1,1607.12,1081.85,502.17,0.31,Normal
TXN001071,2021-09-25,South,Electronics,53,Male,Wholesale,Online,8,387.96,64.45,20.27,2594.41,1583.47,990.67,0.38,Normal
TXN001072,2022-12-10,East,Groceries,23,Non-Binary,Retail,Online,5,372.35,46.4,53.42,2156.42,1629.88,473.12,0.22,High
TXN001073,2023-11-27,East,Electronics,54,Female,Enterprise,Offline,6,313.51,59.29,45.72,1866.66,1295.64,525.3,0.28,Normal
TXN001074,2024-12-17,North,Groceries,46,Female,Enterprise,Offline,3,249.51,68.95,32.32,752.41,498.84,221.25,0.29,Normal
TXN001075,2022-10-25,South,Electronics,28,Female,Wholesale,Mixed,4,398.85,61.34,48.34,1408.01,1102.47,257.2,0.18,High
TXN001076,2024-01-29,West,Electronics,69,Male,Retail,Offline,6,972.2,283.39,173.37,7188.56,5241.7,1773.49,0.25,High
TXN001077,2021-08-26,Central,Groceries,30,Female,Retail,Online,8,501.84,114.38,82.44,3384.02,2000.75,1300.83,0.38,Normal
TXN001078,2021-11-12,North,Electronics,28,Female,Enterprise,Online,7,156.04,31.31,24.03,983.57,535.74,423.8,0.43,Normal
TXN001079,2021-06-17,West,Home Essentials,55,Non-Binary,Wholesale,Mixed,7,250.47,16.26,30.2,2661.7,1357.33,1274.17,0.48,Normal
TXN001080,2023-11-29,Central,Clothing,68,Male,Wholesale,Online,5,365.91,92.4,38.49,1693.43,1130.58,524.36,0.31,Normal
TXN001081,2022-04-17,East,Home Essentials,42,Male,Enterprise,Online,9,204.65,44.64,23.84,2853.88,1629.37,1200.67,0.42,Normal
TXN001082,2024-03-16,East,Clothing,32,Female,Retail,Online,4,746.92,61.05,137.63,5439.96,4116.6,1185.73,0.22,High
TXN001083,2021-10-06,South,Home Essentials,30,Male,Retail,Mixed,7,794.84,41.85,143.38,5281.69,2650.21,2488.1,0.47,Normal
TXN001084,2020-08-20,Central,Clothing,59,Female,Wholesale,Mixed,5,806.53,228.99,73.34,3228.61,1768.27,1387.0,0.43,Normal
TXN001085,2021-06-07,East,Electronics,50,Non-Binary,Wholesale,Online,6,917.45,91.39,121.81,8449.0,5161.27,3165.92,0.37,Normal
TXN001086,2020-12-11,East,Groceries,30,Male,Enterprise,Online,4,861.57,133.97,155.18,3898.09,2751.66,991.25,0.25,High
TXN001087,2022-12-05,South,Groceries,55,Male,Wholesale,Offline,8,589.13,91.14,83.39,5113.81,3393.83,1636.59,0.32,Normal
TXN001088,2021-06-29,West,Furniture,41,Non-Binary,Retail,Offline,8,509.34,36.41,28.11,5756.55,3452.0,2276.44,0.4,Normal
TXN001089,2023-01-06,East,Clothing,37,Male,Retail,Online,11,804.63,201.99,120.42,10285.29,5877.19,4287.68,0.42,Normal
TXN001090,2024-10-19,North,Furniture,61,Female,Wholesale,Offline,10,966.19,194.12,51.16,7930.72,4511.74,3367.82,0.42,Normal
TXN001091,2023-01-01,North,Furniture,34,Male,Enterprise,Online,5,49.92,9.17,8.32,307.38,229.87,69.19,0.23,High
TXN001092,2022-03-04,West,Clothing,67,Male,Retail,Online,5,373.13,99.15,39.54,2660.39,1574.55,1046.3,0.39,Normal
TXN001093,2020-09-05,Central,Groceries,41,Non-Binary,Retail,Offline,11,674.65,187.27,52.43,5600.81,4322.33,1226.05,0.22,High
TXN001094,2020-02-16,South,Clothing,43,Non-Binary,Enterprise,Mixed,7,370.31,30.43,51.79,4429.57,2249.23,2128.55,0.48,Normal
TXN001095,2023-02-18,North,Electronics,57,Female,Wholesale,Mixed,5,767.58,170.33,89.87,5594.7,2864.06,2640.77,0.47,Normal
TXN001096,2020-08-01,North,Furniture,49,Male,Retail,Mixed,9,795.96,93.19,75.05,7855.37,6277.06,1503.26,0.19,High
TXN001097,2020-08-26,West,Furniture,46,Male,Retail,Online,5,689.21,168.93,90.54,2827.26,1935.84,800.88,0.28,Normal
TXN001098,2022-12-15,Central,Clothing,31,Non-Binary,Enterprise,Online,10,175.24,13.88,16.24,2200.98,1734.0,450.74,0.2,High
TXN001099,2020-12-15,Central,Furniture,54,Female,Wholesale,Mixed,3,933.84,90.58,50.78,3471.68,1924.82,1496.08,0.43,Normal
TXN001100,2020-04-16,West,Groceries,39,Male,Enterprise,Mixed,8,341.58,35.27,51.42,4856.2,3708.04,1096.74,0.23,High
TXN001101,2022-04-10,North,Furniture,51,Female,Enterprise,Mixed,3,977.98,201.22,52.15,4647.37,3247.18,1348.04,0.29,Normal
TXN001102,2020-02-17,South,Clothing,44,Male,Wholesale,Online,9,364.95,79.19,48.04,4803.45,2699.4,2056.01,0.43,Normal
TXN001103,2024-05-15,North,Groceries,45,Non-Binary,Retail,Online,9,177.56,49.65,27.46,2139.88,1569.06,543.36,0.25,High
TXN001104,2020-12-02,Central,Groceries,39,Non-Binary,Enterprise,Offline,3,302.57,20.74,19.96,1072.27,662.83,389.48,0.36,Normal
TXN001105,2022-11-15,North,Furniture,60,Non-Binary,Retail,Offline,6,818.22,180.87,59.71,4375.43,2863.51,1452.21,0.33,Normal
TXN001106,2022-03-14,South,Clothing,20,Non-Binary,Retail,Offline,7,322.0,17.11,62.84,4216.23,3264.02,889.37,0.21,High
TXN001107,2023-07-04,East,Furniture,39,Non-Binary,Retail,Mixed,5,605.99,107.46,73.07,3685.36,2252.31,1359.98,0.37,Normal
TXN001108,2020-01-08,North,Electronics,65,Non-Binary,Retail,Online,6,701.95,115.91,121.96,5515.71,3641.32,1752.43,0.32,Normal
TXN001109,2021-09-16,West,Electronics,38,Female,Enterprise,Offline,5,318.3,19.5,61.16,1517.95,888.64,568.15,0.37,Normal
TXN001110,2023-06-30,East,Groceries,33,Non-Binary,Wholesale,Offline,2,670.52,64.84,112.48,1832.68,1167.95,552.25,0.3,Normal
