Location,Property_Type,Bedrooms,Amenities,Price_Per_Night,Occupancy_Rate,Total_Revenue,Month,Holiday_Season,Rating,Num_Reviews
Jakarta,Villa,4,"Kitchen, Pool, Air Conditioning, WiFi",130.58,0.62,2428.79,10,0,3.1,355
Bali,House,2,"Air Conditioning, Gym, Parking, Pool",42.41,0.72,916.06,8,0,4.7,91
Yogyakarta,Studio,5,"Parking, Air Conditioning, Pool",206.62,0.84,5206.82,1,0,3.1,61
Bandung,Apartment,5,"WiFi, Kitchen",104.58,0.42,1317.71,3,0,4.9,348
Surabaya,House,5,"Pool, Parking, Air Conditioning",283.84,0.52,4427.9,3,0,3.1,197
Surabaya,Studio,4,"Air Conditioning, Pool, Gym, WiFi, Kitchen",254.98,0.9,6884.46,7,1,4.2,39
Bandung,Studio,3,"Parking, Gym, WiFi, Pool",115.28,0.85,2939.64,1,0,4.9,179
Bandung,Apartment,4,"Air Conditioning, Pool",72.14,0.84,1817.93,3,0,3.8,339
Bali,Villa,5,"Pool, Parking, Air Conditioning, Kitchen, WiFi",288.73,0.7,6063.33,12,1,3.1,151
Bali,Studio,5,"Kitchen, WiFi, Parking, Gym",231.39,0.55,3817.93,12,1,3.8,268
Bandung,Apartment,3,"Kitchen, WiFi, Air Conditioning, Parking, Gym",284.04,0.5,4260.6,3,0,3.7,269
Yogyakarta,Apartment,2,"Gym, Pool, Parking, Air Conditioning, WiFi",53.88,0.58,937.51,5,0,3.2,51
Bandung,Apartment,1,"Air Conditioning, Pool, Kitchen, WiFi, Parking",73.87,0.93,2060.97,1,0,4.1,341
Jakarta,House,3,"Pool, Air Conditioning, Kitchen, Parking, Gym",44.0,0.73,963.6,11,0,4.2,88
Jakarta,Villa,1,"Gym, WiFi, Air Conditioning, Kitchen",203.14,0.69,4205.0,8,0,4.4,99
Yogyakarta,Apartment,3,"WiFi, Kitchen, Gym, Parking, Air Conditioning",73.29,0.91,2000.82,9,0,4.2,153
Surabaya,Studio,3,"Parking, Gym",34.89,0.86,900.16,5,0,4.9,49
Yogyakarta,Apartment,5,"WiFi, Parking",241.8,0.89,6456.06,5,0,4.5,495
Yogyakarta,Apartment,3,"Air Conditioning, Pool, Gym",149.6,0.74,3321.12,2,0,4.7,140
Bandung,House,5,"Air Conditioning, Kitchen, WiFi",103.25,0.83,2570.92,10,0,4.7,438
Bandung,Apartment,4,"Kitchen, Pool, Gym, Air Conditioning",201.8,0.82,4964.28,8,0,4.6,58
Surabaya,Villa,2,"Gym, Parking, WiFi",137.2,0.91,3745.56,4,0,3.5,294
Yogyakarta,House,5,"Parking, Air Conditioning, Pool, Kitchen, Gym",208.4,0.59,3688.68,4,0,4.9,280
Yogyakarta,House,4,"Air Conditioning, Kitchen, Pool, Gym",140.71,0.49,2068.44,9,0,3.1,137
Bandung,Studio,3,"Parking, WiFi, Air Conditioning",162.07,0.45,2187.95,4,0,4.8,304
Bali,Studio,4,"Kitchen, Gym",105.84,0.63,2000.38,11,0,3.8,450
Bali,Studio,4,"Gym, Kitchen, Air Conditioning, Pool, Parking",161.04,0.47,2270.66,10,0,4.6,75
Bali,Apartment,1,"Kitchen, Gym, Pool, WiFi",297.72,0.41,3661.96,7,1,4.7,397
Surabaya,House,5,"Kitchen, Parking, Air Conditioning",272.55,0.47,3842.95,10,0,3.0,199
Bandung,Apartment,2,"Kitchen, WiFi, Parking, Pool, Air Conditioning",66.67,0.73,1460.07,6,1,4.6,269
Jakarta,Villa,5,"Gym, Pool, Parking, Kitchen",192.69,0.68,3930.88,3,0,3.7,69
Bali,Apartment,3,"Air Conditioning, Kitchen, Gym, Parking",247.83,0.94,6988.81,4,0,3.7,160
Jakarta,Studio,1,"WiFi, Kitchen, Gym, Air Conditioning",230.09,0.95,6557.56,7,1,3.9,397
Bali,Villa,3,"Parking, Air Conditioning",240.95,0.79,5710.52,4,0,4.7,434
Surabaya,Studio,1,"Gym, WiFi",267.03,0.61,4886.65,11,0,5.0,114
Surabaya,House,5,"Kitchen, Parking, Gym, Pool, WiFi",92.96,0.69,1924.27,6,1,4.0,263
Bali,Apartment,4,"Pool, Parking",193.92,0.42,2443.39,4,0,4.6,339
Surabaya,Villa,4,"Parking, Pool",160.71,0.48,2314.22,3,0,3.3,152
Jakarta,Apartment,1,"Kitchen, WiFi, Pool",155.78,0.45,2103.03,6,1,4.3,181
Jakarta,Studio,5,"Pool, Kitchen, Parking, Gym",31.48,0.8,755.52,9,0,3.7,38
Jakarta,House,1,"Pool, Air Conditioning, Kitchen, Gym, Parking",194.27,0.44,2564.36,3,0,3.1,416
Surabaya,Studio,2,"Gym, Air Conditioning, Kitchen, Parking",116.09,0.42,1462.73,10,0,4.7,211
Surabaya,House,3,"Gym, Parking",102.39,0.41,1259.4,9,0,3.3,459
Surabaya,House,5,"Pool, Parking, Kitchen, WiFi, Air Conditioning",225.99,0.5,3389.85,2,0,4.3,459
Bandung,House,1,"Parking, Kitchen, Gym, Air Conditioning, WiFi",146.03,0.74,3241.87,12,1,3.9,413
Bali,Villa,5,"Air Conditioning, Kitchen",248.05,0.87,6474.11,1,0,3.8,208
Jakarta,Apartment,1,"Air Conditioning, Parking, Gym, WiFi",79.41,0.67,1596.14,2,0,3.1,48
Bali,Studio,1,"Kitchen, Gym, Parking, WiFi",43.3,0.87,1130.13,11,0,3.2,74
Yogyakarta,Studio,3,"Gym, Pool, Parking",54.41,0.84,1371.13,9,0,3.5,349
Yogyakarta,Apartment,3,"Kitchen, Gym, WiFi, Parking",89.1,0.47,1256.31,11,0,3.3,305
Yogyakarta,House,4,"Gym, Kitchen",140.2,0.43,1808.58,8,0,4.2,170
Bandung,House,4,"Pool, Gym, Air Conditioning, WiFi, Kitchen",103.66,0.89,2767.72,9,0,3.7,262
Bali,Apartment,2,"Kitchen, WiFi",289.7,0.63,5475.33,6,1,4.7,220
Bandung,Villa,2,"Pool, Kitchen, WiFi, Air Conditioning, Gym",276.26,0.92,7624.78,5,0,4.0,331
Bali,House,3,"Air Conditioning, Parking",205.71,0.59,3641.07,10,0,4.2,395
Bali,Studio,2,"Gym, Kitchen, Air Conditioning, Pool, WiFi",262.23,0.84,6608.2,11,0,4.1,261
Bandung,Villa,5,"Parking, Air Conditioning, Pool, WiFi, Kitchen",69.43,0.59,1228.91,1,0,4.0,224
Bali,Studio,5,"WiFi, Pool, Kitchen, Gym, Parking",175.98,0.73,3853.96,9,0,3.7,483
Bali,House,3,"Gym, Air Conditioning",58.63,0.53,932.22,1,0,3.4,397
Bali,Villa,1,"Parking, WiFi",49.94,0.8,1198.56,8,0,3.3,468
Yogyakarta,House,5,"Air Conditioning, Pool, Kitchen, WiFi",224.56,0.55,3705.24,3,0,4.7,114
Bali,Apartment,4,"Air Conditioning, Gym, Pool, Kitchen, WiFi",90.3,0.53,1435.77,3,0,3.1,258
Surabaya,Apartment,2,"WiFi, Parking",138.66,0.76,3161.45,7,1,4.3,186
Bandung,House,3,"Pool, WiFi, Gym, Kitchen, Air Conditioning",62.34,0.66,1234.33,1,0,3.6,386
Surabaya,Villa,5,"Pool, Parking",71.62,0.65,1396.59,10,0,4.0,20
Surabaya,Studio,5,"WiFi, Pool, Kitchen, Air Conditioning",213.84,0.88,5645.38,11,0,4.1,276
Yogyakarta,Studio,3,"WiFi, Pool, Kitchen",299.54,0.46,4133.65,5,0,3.1,488
Yogyakarta,Studio,3,"Kitchen, Parking, Air Conditioning",299.88,0.76,6837.26,11,0,3.5,449
Bali,Studio,5,"Air Conditioning, Gym",280.62,0.43,3620.0,10,0,4.5,278
Jakarta,Studio,3,"Air Conditioning, Pool, WiFi, Kitchen, Parking",138.84,0.46,1915.99,3,0,4.6,181
Surabaya,Studio,3,"WiFi, Gym, Pool",82.27,0.78,1925.12,4,0,4.4,116
Bandung,Villa,1,"Kitchen, Parking, WiFi, Air Conditioning, Pool",264.38,0.65,5155.41,12,1,3.4,160
Jakarta,Apartment,1,"Kitchen, Air Conditioning, Gym",157.37,0.43,2030.07,12,1,3.9,153
Jakarta,Villa,2,"Kitchen, Air Conditioning, Parking, WiFi",241.81,0.72,5223.1,6,1,4.6,280
Bandung,House,3,"Air Conditioning, Pool, WiFi, Gym",87.15,0.5,1307.25,6,1,3.1,451
Bandung,Apartment,3,"Gym, Pool",172.81,0.86,4458.5,5,0,4.6,275
Yogyakarta,Apartment,4,"WiFi, Gym, Air Conditioning, Parking, Pool",129.22,0.91,3527.71,12,1,4.6,86
Bandung,Apartment,4,"Pool, Gym",52.42,0.56,880.66,10,0,4.2,114
Surabaya,Studio,4,"Gym, Pool, Parking",165.21,0.41,2032.08,4,0,3.4,98
Bali,House,3,"Parking, Pool, WiFi",197.97,0.76,4513.72,12,1,3.4,97
Yogyakarta,House,5,"Air Conditioning, Gym, Pool",135.54,0.78,3171.64,4,0,4.3,223
Bali,Apartment,3,"Parking, Gym",179.34,0.87,4680.77,4,0,4.2,317
Surabaya,Villa,5,"Pool, Kitchen, Air Conditioning, WiFi, Gym",174.37,0.55,2877.11,12,1,3.6,86
Bali,Villa,4,"Kitchen, Pool, WiFi, Gym",105.99,0.77,2448.37,7,1,4.0,103
Yogyakarta,Studio,2,"Kitchen, Pool",164.14,0.46,2265.13,11,0,4.5,331
Surabaya,Studio,3,"Gym, Kitchen, Pool",206.83,0.5,3102.45,6,1,3.6,168
Surabaya,House,3,"Pool, WiFi, Parking, Air Conditioning, Gym",138.56,0.55,2286.24,1,0,3.4,314
Bali,Studio,5,"Pool, Air Conditioning, Kitchen",91.87,0.82,2260.0,11,0,4.9,169
Bandung,Studio,4,"Pool, Gym",270.94,0.46,3738.97,3,0,3.2,229
Jakarta,Villa,2,"Gym, WiFi",249.26,0.82,6131.8,9,0,4.0,394
Bali,Villa,5,"Kitchen, Parking, Air Conditioning, WiFi",231.05,0.8,5545.2,4,0,4.8,137
Yogyakarta,Apartment,1,"WiFi, Gym",264.37,0.48,3806.93,12,1,4.6,490
Yogyakarta,Apartment,4,"Kitchen, WiFi, Parking",284.5,0.95,8108.25,6,1,4.4,61
Surabaya,House,1,"Kitchen, Gym, Pool, Air Conditioning, Parking",62.99,0.81,1530.66,11,0,3.9,277
Surabaya,Villa,5,"Pool, Kitchen, Gym, Air Conditioning",204.13,0.64,3919.3,5,0,4.1,137
Surabaya,Villa,2,"WiFi, Air Conditioning",268.74,0.88,7094.74,4,0,3.5,325
Jakarta,House,5,"WiFi, Gym, Pool, Parking",107.83,0.55,1779.2,3,0,3.6,402
Bandung,Apartment,4,"Gym, Kitchen, Air Conditioning, Pool",135.16,0.93,3770.96,10,0,4.2,276
Jakarta,Apartment,5,"Parking, WiFi",157.58,0.43,2032.78,1,0,4.7,484
Surabaya,House,3,"Kitchen, Air Conditioning, WiFi, Parking, Pool",115.95,0.77,2678.45,11,0,4.7,182
Jakarta,Studio,5,"Pool, Parking, Kitchen, WiFi",138.14,0.71,2942.38,4,0,4.7,54
Yogyakarta,Villa,5,"WiFi, Gym, Parking",190.5,0.61,3486.15,12,1,4.7,261
Yogyakarta,Villa,2,"WiFi, Parking, Gym",69.04,0.6,1242.72,6,1,4.2,78
Jakarta,Studio,3,"Pool, Parking, Air Conditioning, Kitchen",100.31,0.62,1865.77,10,0,3.4,138
Bandung,Villa,5,"Air Conditioning, Kitchen",86.88,0.82,2137.25,4,0,3.6,235
Yogyakarta,Apartment,5,"Parking, Gym, Kitchen, Pool",193.84,0.44,2558.69,3,0,3.3,164
Bali,Studio,3,"WiFi, Pool, Parking",144.17,0.84,3633.08,5,0,3.7,370
Yogyakarta,Villa,1,"Gym, Parking, WiFi",160.79,0.87,4196.62,8,0,3.5,188
Yogyakarta,Apartment,3,"Pool, WiFi, Air Conditioning, Gym, Kitchen",260.15,0.85,6633.82,8,0,4.8,222
Surabaya,House,2,"Air Conditioning, WiFi",238.71,0.51,3652.26,6,1,3.3,321
Jakarta,House,1,"Gym, Pool, Parking, Air Conditioning, WiFi",40.81,0.5,612.15,4,0,3.2,288
Bandung,Villa,2,"WiFi, Kitchen",119.43,0.55,1970.6,12,1,3.9,25
Bandung,Studio,2,"WiFi, Air Conditioning, Parking, Kitchen",239.94,0.72,5182.7,8,0,3.4,460
Yogyakarta,House,2,"Air Conditioning, Gym, Pool, Parking",262.72,0.84,6620.54,11,0,3.7,245
Bandung,Apartment,3,"Air Conditioning, Kitchen, Parking, Gym",220.54,0.87,5756.09,10,0,3.4,404
Surabaya,House,3,"Parking, Air Conditioning",39.31,0.61,719.37,8,0,3.8,357
Jakarta,House,2,"WiFi, Pool, Gym",195.49,0.92,5395.52,7,1,3.0,175
Surabaya,House,3,"WiFi, Kitchen",151.95,0.71,3236.53,4,0,4.5,215
Yogyakarta,Villa,5,"Gym, Pool, WiFi, Air Conditioning",205.38,0.72,4436.21,8,0,5.0,391
Bali,Apartment,3,"Pool, Air Conditioning",188.05,0.81,4569.62,8,0,3.9,60
Yogyakarta,Studio,3,"Pool, Gym, Parking, Kitchen",164.91,0.91,4502.04,7,1,4.7,468
Jakarta,House,3,"Air Conditioning, Kitchen, Gym",158.76,0.56,2667.17,3,0,4.4,283
Bali,House,1,"Air Conditioning, Gym, WiFi",203.51,0.69,4212.66,8,0,3.1,32
Bali,Studio,3,"Kitchen, Air Conditioning",146.17,0.47,2061.0,2,0,3.2,425
Surabaya,House,2,"Kitchen, Pool, Parking",54.4,0.56,913.92,8,0,3.5,469
Surabaya,House,2,"Parking, Kitchen, WiFi, Air Conditioning",149.63,0.58,2603.56,10,0,3.4,498
Bandung,Studio,3,"Gym, Kitchen, Parking, WiFi, Air Conditioning",92.59,0.92,2555.48,3,0,4.1,251
Yogyakarta,Villa,5,"Pool, Parking, Kitchen",64.6,0.7,1356.6,10,0,3.3,245
Bali,Studio,5,"Gym, Parking, Pool, Kitchen, Air Conditioning",280.03,0.83,6972.75,9,0,4.2,465
Surabaya,House,2,"Parking, Pool",247.68,0.74,5498.5,2,0,3.7,307
Yogyakarta,Apartment,5,"Gym, WiFi",110.41,0.43,1424.29,9,0,4.4,409
Jakarta,Apartment,2,"Air Conditioning, Parking, Gym, WiFi",63.68,0.71,1356.38,4,0,4.3,248
Bandung,Studio,3,"Gym, WiFi",295.57,0.81,7182.35,4,0,4.7,64
Jakarta,House,1,"Air Conditioning, Gym",54.7,0.57,935.37,2,0,3.4,23
Bali,Apartment,2,"Parking, Pool, Kitchen",81.8,0.63,1546.02,2,0,4.1,15
Bandung,House,5,"Air Conditioning, WiFi, Parking",81.89,0.46,1130.08,9,0,3.3,309
Bali,Apartment,2,"WiFi, Pool",34.27,0.69,709.39,2,0,4.6,43
Yogyakarta,Studio,2,"Air Conditioning, Pool, Kitchen, WiFi, Parking",91.63,0.84,2309.08,1,0,4.0,67
Bandung,Villa,5,"Kitchen, Gym, Pool, Air Conditioning",203.95,0.81,4955.98,3,0,4.5,247
Surabaya,Studio,1,"Parking, Gym, WiFi, Pool, Kitchen",116.52,0.59,2062.4,7,1,3.6,326
Yogyakarta,Apartment,4,"Pool, Gym, Parking",68.46,0.69,1417.12,6,1,4.0,63
Jakarta,Villa,2,"WiFi, Parking",242.1,0.93,6754.59,2,0,4.2,123
Yogyakarta,Studio,2,"WiFi, Gym, Air Conditioning",123.79,0.55,2042.54,3,0,3.4,416
Surabaya,Apartment,4,"Kitchen, Air Conditioning, Gym, Parking, WiFi",220.72,0.5,3310.8,11,0,3.9,78
Bandung,Studio,4,"Gym, Parking, WiFi",157.98,0.74,3507.16,1,0,4.1,356
Bandung,Studio,3,"Gym, Parking, Pool",52.34,0.58,910.72,9,0,4.8,232
Bali,Apartment,2,"Gym, WiFi, Pool, Kitchen, Air Conditioning",177.79,0.92,4907.0,2,0,3.7,274
Bandung,Apartment,5,"Air Conditioning, Parking, WiFi, Pool",64.1,0.77,1480.71,1,0,3.5,191
Yogyakarta,Apartment,1,"Gym, Kitchen, Pool, Parking",161.13,0.48,2320.27,9,0,4.4,452
Surabaya,Apartment,3,"Kitchen, Parking, Pool",72.28,0.84,1821.46,11,0,3.9,404
Jakarta,House,3,"Pool, Kitchen, Air Conditioning",165.19,0.4,1982.28,6,1,4.2,91
Bandung,House,1,"Kitchen, Gym, Air Conditioning",72.26,0.58,1257.32,9,0,4.4,186
Jakarta,Villa,3,"Air Conditioning, Pool, Kitchen, Parking, WiFi",86.66,0.52,1351.9,12,1,3.3,194
Yogyakarta,House,1,"Parking, WiFi, Kitchen",148.59,0.79,3521.58,2,0,4.8,272
Bandung,House,5,"Parking, WiFi, Air Conditioning, Pool",159.38,0.71,3394.79,1,0,4.0,151
Surabaya,Studio,5,"Air Conditioning, Parking, Gym, Kitchen",120.9,0.56,2031.12,7,1,3.7,218
Yogyakarta,House,1,"Kitchen, Pool, Parking, Gym, Air Conditioning",113.03,0.46,1559.81,10,0,4.2,390
Jakarta,House,5,"Parking, Kitchen, Pool, Air Conditioning, WiFi",152.7,0.7,3206.7,9,0,4.0,144
Surabaya,Studio,4,"Pool, Parking, Air Conditioning, WiFi",277.83,0.51,4250.8,6,1,4.6,54
Surabaya,Villa,2,"WiFi, Parking, Kitchen, Pool",211.82,0.58,3685.67,2,0,4.8,25
Yogyakarta,Apartment,2,"Air Conditioning, Kitchen",202.05,0.93,5637.2,6,1,4.8,111
Jakarta,Studio,4,"Kitchen, WiFi, Pool, Air Conditioning, Parking",212.11,0.92,5854.24,9,0,4.1,29
Yogyakarta,Apartment,4,"WiFi, Parking",178.3,0.57,3048.93,2,0,4.0,453
Jakarta,Villa,2,"Kitchen, Pool",136.34,0.86,3517.57,11,0,4.8,381
Bali,House,1,"Air Conditioning, Kitchen, WiFi",56.23,0.7,1180.83,8,0,4.6,33
Yogyakarta,House,3,"Kitchen, Gym, Pool, WiFi",267.75,0.67,5381.78,10,0,4.8,432
Jakarta,Villa,1,"Parking, Pool, Air Conditioning, Kitchen",189.15,0.52,2950.74,1,0,3.5,67
Bandung,Studio,4,"Air Conditioning, Gym, Parking, Kitchen, WiFi",211.62,0.78,4951.91,1,0,3.2,134
Surabaya,Villa,5,"Pool, Gym, Kitchen, Air Conditioning",64.01,0.67,1286.6,1,0,4.5,73
Bandung,House,1,"Gym, Pool, Air Conditioning",271.26,0.43,3499.25,3,0,4.4,186
Yogyakarta,Studio,4,"Gym, WiFi, Kitchen, Pool",204.8,0.72,4423.68,5,0,3.5,90
Surabaya,House,4,"Pool, Air Conditioning, Kitchen",222.45,0.44,2936.34,3,0,4.5,113
Bali,Apartment,4,"Parking, WiFi",180.97,0.67,3637.5,8,0,4.3,34
Bali,Villa,5,"Gym, Air Conditioning, Pool, Parking, Kitchen",130.29,0.49,1915.26,4,0,4.0,319
Bandung,House,5,"Gym, Pool",43.63,0.77,1007.85,7,1,4.9,159
Jakarta,Apartment,3,"Gym, WiFi",88.98,0.57,1521.56,5,0,3.8,27
Bandung,House,1,"Gym, Parking, Air Conditioning",47.3,0.62,879.78,5,0,4.6,491
Bandung,Apartment,2,"Parking, Kitchen, Air Conditioning, WiFi",77.36,0.76,1763.81,8,0,3.5,304
Bandung,Studio,5,"Air Conditioning, Pool, Gym, Kitchen",36.57,0.68,746.03,1,0,3.4,286
Jakarta,Villa,5,"Gym, Pool, Kitchen, WiFi",210.5,0.79,4988.85,1,0,4.6,94
Yogyakarta,House,5,"Gym, Kitchen, Parking",55.11,0.9,1487.97,11,0,3.0,235
Yogyakarta,Apartment,2,"WiFi, Gym, Pool, Air Conditioning",236.29,0.6,4253.22,1,0,4.0,69
Bandung,Studio,2,"Air Conditioning, Gym, Parking, Kitchen",268.71,0.94,7577.62,12,1,4.4,133
Jakarta,House,5,"Air Conditioning, Parking, Kitchen, Pool",286.86,0.69,5938.0,12,1,3.8,343
Surabaya,Villa,4,"Gym, Air Conditioning",129.57,0.71,2759.84,11,0,3.3,430
Bandung,House,4,"Kitchen, Pool",43.47,0.61,795.5,12,1,4.3,244
Yogyakarta,Apartment,4,"Air Conditioning, Parking, WiFi, Kitchen, Gym",179.74,0.49,2642.18,10,0,4.9,459
Yogyakarta,Apartment,4,"WiFi, Air Conditioning, Parking, Pool",182.29,0.81,4429.65,9,0,4.9,343
Yogyakarta,Villa,3,"Kitchen, Parking, WiFi, Air Conditioning, Pool",187.48,0.47,2643.47,6,1,3.5,243
Yogyakarta,Studio,5,"Gym, WiFi",36.67,0.45,495.05,1,0,4.6,376
Yogyakarta,House,1,"Kitchen, WiFi",71.07,0.48,1023.41,4,0,4.4,258
Yogyakarta,Villa,3,"Parking, Kitchen, Air Conditioning",77.59,0.58,1350.07,11,0,3.4,479
Yogyakarta,Villa,2,"Kitchen, WiFi",263.78,0.64,5064.58,2,0,4.1,298
Surabaya,House,4,"WiFi, Pool, Gym",174.33,0.87,4550.01,6,1,3.7,434
Bali,Studio,5,"Kitchen, Gym",229.52,0.52,3580.51,8,0,4.0,245
Jakarta,House,4,"Air Conditioning, Pool, WiFi",283.62,0.45,3828.87,1,0,3.3,325
Surabaya,Studio,5,"Gym, WiFi, Kitchen, Pool",253.35,0.76,5776.38,7,1,3.4,259
Bali,Apartment,4,"Parking, WiFi, Air Conditioning, Pool, Kitchen",150.18,0.89,4009.81,2,0,5.0,376
Yogyakarta,Studio,4,"Kitchen, WiFi, Parking, Gym, Air Conditioning",159.21,0.79,3773.28,11,0,3.5,343
Jakarta,Apartment,3,"Gym, Kitchen",197.14,0.61,3607.66,6,1,3.6,319
Bandung,Villa,5,"Kitchen, WiFi, Pool, Parking",45.75,0.87,1194.08,9,0,4.9,209
Bandung,Villa,4,"Kitchen, WiFi, Gym, Pool, Parking",120.39,0.9,3250.53,1,0,4.9,423
Bandung,Villa,4,"Pool, WiFi",262.06,0.91,7154.24,11,0,4.6,439
Yogyakarta,Villa,1,"Parking, Gym, WiFi, Pool",249.14,0.78,5829.88,6,1,3.8,440
Bali,House,4,"Air Conditioning, Pool, Gym, Parking, WiFi",247.37,0.52,3858.97,12,1,4.7,251
Bali,Apartment,5,"Parking, Gym, Air Conditioning",206.57,0.64,3966.14,2,0,4.0,287
Bandung,Studio,1,"Pool, Kitchen",40.45,0.54,655.29,2,0,4.2,65
Bandung,House,2,"WiFi, Gym, Kitchen, Pool, Air Conditioning",66.12,0.73,1448.03,5,0,3.6,63
Yogyakarta,Villa,5,"Parking, WiFi, Air Conditioning, Pool, Kitchen",71.74,0.54,1162.19,7,1,5.0,458
Yogyakarta,House,5,"Pool, Gym, Air Conditioning, WiFi, Kitchen",233.6,0.79,5536.32,2,0,3.6,425
Jakarta,Apartment,3,"Parking, Air Conditioning, WiFi",104.75,0.85,2671.12,9,0,4.9,128
Bandung,Villa,4,"Kitchen, WiFi, Parking",94.92,0.83,2363.51,9,0,3.4,128
Yogyakarta,House,2,"Parking, Gym, Kitchen, WiFi",228.37,0.55,3768.11,2,0,4.7,375
Yogyakarta,Apartment,3,"WiFi, Kitchen",118.63,0.94,3345.37,6,1,4.3,232
Bali,Apartment,5,"Gym, Parking, Pool, Kitchen",94.7,0.93,2642.13,4,0,3.7,20
Surabaya,Studio,1,"Kitchen, Parking, Gym, Air Conditioning",222.75,0.56,3742.2,1,0,3.9,309
Bali,Apartment,3,"Parking, WiFi",128.38,0.91,3504.77,4,0,3.3,416
Surabaya,House,2,"Pool, Air Conditioning, Parking, Gym, WiFi",79.57,0.89,2124.52,1,0,3.3,24
Bali,House,4,"WiFi, Pool, Gym, Parking",174.82,0.59,3094.31,7,1,3.8,60
Bali,Studio,1,"Air Conditioning, Parking, Pool",210.52,0.64,4041.98,4,0,3.5,123
Yogyakarta,Studio,1,"Gym, Kitchen, Parking, WiFi, Pool",41.15,0.6,740.7,11,0,3.1,276
Bandung,House,2,"Gym, Air Conditioning, Parking",196.18,0.6,3531.24,5,0,3.6,396
Bali,Apartment,4,"Parking, Kitchen, Gym, Air Conditioning",97.1,0.74,2155.62,5,0,3.4,294
Surabaya,Villa,4,"Parking, Air Conditioning, Pool",146.09,0.44,1928.39,1,0,3.8,108
Bandung,Apartment,2,"Kitchen, Pool",182.44,0.4,2189.28,1,0,4.8,441
Bandung,House,5,"Pool, Parking, WiFi",110.87,0.4,1330.44,4,0,4.4,272
Bali,Apartment,4,"Parking, Kitchen, Gym",102.46,0.6,1844.28,5,0,3.1,285
Bandung,Apartment,5,"Air Conditioning, Gym, Kitchen, Pool",270.52,0.82,6654.79,3,0,3.8,24
Bali,House,3,"WiFi, Gym, Kitchen, Parking",138.91,0.78,3250.49,7,1,3.5,290
Surabaya,Studio,5,"Pool, Air Conditioning",292.93,0.46,4042.43,5,0,4.5,113
Bali,Villa,2,"Gym, Pool, Air Conditioning",46.85,0.5,702.75,7,1,4.6,293
Yogyakarta,Villa,1,"Parking, Pool, WiFi",86.53,0.57,1479.66,8,0,4.0,308
Surabaya,Apartment,1,"Gym, Air Conditioning, Parking, Kitchen",236.91,0.71,5046.18,3,0,3.7,474
Bandung,Apartment,4,"Pool, Gym, Air Conditioning, Kitchen, WiFi",259.65,0.51,3972.64,1,0,3.3,146
Yogyakarta,Studio,4,"Gym, WiFi",178.67,0.76,4073.68,3,0,4.8,97
Bali,Apartment,2,"Gym, WiFi",184.54,0.41,2269.84,12,1,3.4,103
Bandung,House,5,"Kitchen, Parking, Gym",103.13,0.57,1763.52,12,1,4.0,426
Jakarta,Villa,4,"Gym, Parking, Air Conditioning",207.01,0.66,4098.8,12,1,3.1,182
Surabaya,Apartment,5,"Kitchen, Parking, Air Conditioning, Gym, WiFi",83.63,0.78,1956.94,10,0,4.3,270
Bandung,House,1,"Gym, Air Conditioning, Parking, Kitchen",190.65,0.41,2344.99,8,0,3.2,216
Surabaya,Villa,5,"Gym, Kitchen",276.87,0.57,4734.48,6,1,3.7,414
Bali,House,4,"Kitchen, Gym, Pool",102.08,0.48,1469.95,11,0,5.0,372
Bali,Apartment,2,"Kitchen, Gym, Air Conditioning",141.14,0.56,2371.15,10,0,3.3,183
Yogyakarta,Apartment,3,"Gym, Pool, Air Conditioning, WiFi",262.17,0.7,5505.57,2,0,4.0,71
Bali,House,1,"Kitchen, Parking, Pool, Air Conditioning, WiFi",270.04,0.93,7534.12,7,1,3.3,215
Bali,Studio,3,"Air Conditioning, Kitchen",85.33,0.94,2406.31,10,0,4.5,415
Yogyakarta,House,1,"Air Conditioning, Pool, Parking",36.95,0.54,598.59,10,0,3.2,275
Bali,Studio,5,"Gym, Pool",138.99,0.41,1709.58,7,1,4.6,199
Bali,Studio,2,"Kitchen, Pool, WiFi",168.54,0.51,2578.66,4,0,3.3,92
Yogyakarta,Apartment,1,"Parking, Pool, WiFi, Gym, Kitchen",185.28,0.84,4669.06,4,0,4.2,289
Surabaya,Villa,2,"Parking, Gym, Kitchen, Air Conditioning",58.2,0.82,1431.72,12,1,4.6,99
Bandung,Studio,3,"Parking, Pool, Kitchen, Air Conditioning, Gym",208.89,0.91,5702.7,4,0,5.0,74
Surabaya,House,5,"Gym, Pool, WiFi, Air Conditioning",247.07,0.59,4373.14,7,1,3.9,183
Jakarta,Apartment,4,"Gym, Pool, Parking, Kitchen, Air Conditioning",214.89,0.85,5479.69,4,0,3.8,379
Yogyakarta,Apartment,2,"Pool, Parking, Gym, Kitchen, WiFi",293.95,0.63,5555.65,3,0,3.8,143
Bali,Studio,4,"WiFi, Parking, Pool, Kitchen",241.98,0.45,3266.73,6,1,3.3,94
Bali,Apartment,1,"Parking, WiFi, Pool, Kitchen, Gym",136.68,0.87,3567.35,1,0,3.2,159
Bandung,Apartment,4,"Kitchen, Pool",255.12,0.72,5510.59,3,0,4.2,60
Surabaya,Apartment,3,"WiFi, Pool, Kitchen, Gym",99.64,0.7,2092.44,6,1,4.8,394
Jakarta,House,5,"WiFi, Kitchen, Pool, Parking, Air Conditioning",134.05,0.86,3458.49,10,0,3.1,415
