Location,Property_Type,Bedrooms,Amenities,Price_Per_Night,Occupancy_Rate,Total_Revenue,Month,Holiday_Season,Rating,Num_Reviews
Surabaya,Studio,4,"WiFi, Parking, Kitchen, Pool, Air Conditioning",250.17,0.78,5853.98,8,0,3.8,243
Surabaya,House,2,"Parking, Pool, Gym, Kitchen",237.96,0.91,6496.31,9,0,4.0,388
Bandung,Studio,5,"Parking, Gym, WiFi, Pool",287.59,0.93,8023.76,3,0,4.1,276
Bali,House,3,"Kitchen, Pool",266.54,0.63,5037.61,4,0,4.6,374
Surabaya,House,3,"WiFi, Air Conditioning, Pool",84.11,0.65,1640.14,5,0,3.2,70
Bandung,House,3,"Gym, Kitchen, Air Conditioning, WiFi, Parking",193.96,0.71,4131.35,5,0,3.0,219
Surabaya,Apartment,4,"Pool, Air Conditioning",275.01,0.72,5940.22,6,1,3.4,425
Bali,Villa,3,"WiFi, Air Conditioning, Parking, Pool",57.86,0.92,1596.94,5,0,3.4,226
Bandung,Studio,4,"Parking, Air Conditioning, Gym, WiFi, Pool",120.99,0.84,3048.95,12,1,3.5,391
Surabaya,Studio,1,"Air Conditioning, Pool, Gym, Parking, WiFi",214.53,0.43,2767.44,1,0,4.4,185
Yogyakarta,Villa,5,"Gym, WiFi, Air Conditioning, Kitchen",120.54,0.84,3037.61,8,0,3.3,413
Surabaya,Apartment,3,"Kitchen, WiFi",179.87,0.85,4586.68,1,0,4.6,464
Jakarta,Apartment,3,"Kitchen, Pool, WiFi",119.38,0.92,3294.89,12,1,4.5,389
Yogyakarta,Villa,3,"Parking, WiFi, Kitchen",170.74,0.45,2304.99,8,0,3.7,437
Yogyakarta,House,2,"WiFi, Pool, Kitchen, Air Conditioning",278.02,0.4,3336.24,6,1,3.2,80
Bali,Villa,4,"Kitchen, Pool, Parking, Air Conditioning",172.49,0.93,4812.47,2,0,4.0,136
Surabaya,Apartment,4,"Kitchen, Pool, Parking, Gym, WiFi",242.23,0.6,4360.14,2,0,3.8,200
Yogyakarta,Apartment,1,"Pool, Gym",93.73,0.48,1349.71,6,1,4.7,143
Jakarta,Apartment,2,"Air Conditioning, WiFi, Parking",199.16,0.57,3405.64,8,0,4.1,31
Jakarta,Apartment,1,"WiFi, Gym, Parking, Kitchen",146.67,0.51,2244.05,7,1,4.4,158
Bali,Apartment,2,"Parking, WiFi",182.2,0.66,3607.56,6,1,3.4,498
Surabaya,Studio,4,"Air Conditioning, Pool",233.99,0.47,3299.26,7,1,4.4,266
Surabaya,Apartment,2,"Kitchen, Air Conditioning",52.5,0.6,945.0,3,0,3.8,172
Bali,Apartment,1,"Gym, Pool, Air Conditioning, WiFi, Parking",75.75,0.71,1613.47,10,0,3.9,449
Yogyakarta,Apartment,2,"Parking, WiFi, Gym, Kitchen, Pool",111.66,0.85,2847.33,5,0,3.5,359
Jakarta,Apartment,2,"Pool, Gym, Air Conditioning",101.75,0.89,2716.73,7,1,3.5,469
Yogyakarta,Apartment,5,"Pool, Air Conditioning",281.48,0.8,6755.52,12,1,3.2,87
Yogyakarta,Studio,5,"Pool, Gym, WiFi, Parking, Air Conditioning",162.92,0.7,3421.32,4,0,3.1,210
Bali,Studio,3,"WiFi, Air Conditioning",147.03,0.53,2337.78,5,0,4.8,435
Surabaya,Villa,3,"Pool, Kitchen, Gym",91.65,0.86,2364.57,4,0,3.7,280
Surabaya,House,1,"Parking, Gym",88.22,0.6,1587.96,5,0,3.1,283
Bali,Studio,2,"Pool, Parking, WiFi, Gym",187.69,0.6,3378.42,6,1,3.9,431
Bali,Villa,1,"Pool, Air Conditioning, WiFi, Parking, Gym",93.64,0.62,1741.7,11,0,4.3,308
Bandung,Apartment,3,"Parking, Gym, Pool, Kitchen",102.31,0.44,1350.49,4,0,4.6,34
Jakarta,Studio,4,"Kitchen, Gym, Parking, Pool",36.15,0.44,477.18,9,0,3.8,84
Surabaya,Apartment,5,"Air Conditioning, Parking, Pool",189.02,0.43,2438.36,2,0,4.5,95
Yogyakarta,Apartment,5,"Parking, Gym, Air Conditioning",149.11,0.62,2773.45,6,1,4.2,298
Surabaya,Apartment,2,"Parking, Pool, Kitchen, WiFi",80.86,0.55,1334.19,2,0,3.6,67
Surabaya,Villa,5,"Pool, Air Conditioning, WiFi",249.59,0.67,5016.76,3,0,3.9,491
Bali,Studio,3,"Gym, Air Conditioning, WiFi, Parking, Pool",50.86,0.41,625.58,4,0,3.6,47
Surabaya,Villa,5,"Air Conditioning, Kitchen, Parking",166.61,0.84,4198.57,8,0,4.6,174
Bandung,Studio,4,"Gym, WiFi, Parking, Air Conditioning",207.58,0.92,5729.21,9,0,3.1,167
Bali,Studio,5,"WiFi, Kitchen",87.8,0.93,2449.62,4,0,3.5,78
Bali,Apartment,1,"Gym, Pool, Parking, WiFi, Air Conditioning",111.35,0.45,1503.23,3,0,3.4,184
Bandung,Apartment,5,"Parking, Gym, WiFi, Kitchen, Air Conditioning",198.01,0.57,3385.97,9,0,3.8,32
Bali,Villa,3,"Parking, Air Conditioning, Kitchen",169.13,0.49,2486.21,1,0,4.2,363
Jakarta,Studio,2,"WiFi, Kitchen, Air Conditioning, Parking",167.7,0.79,3974.49,10,0,3.2,303
Surabaya,Apartment,5,"Kitchen, Gym, WiFi, Air Conditioning",138.27,0.67,2779.23,11,0,3.6,66
Bandung,Villa,4,"Gym, Kitchen, Parking",126.94,0.64,2437.25,4,0,3.2,16
Yogyakarta,House,2,"WiFi, Kitchen, Parking",160.28,0.46,2211.86,3,0,4.3,365
Yogyakarta,Studio,1,"Kitchen, WiFi, Pool",35.15,0.59,622.15,7,1,3.5,283
Jakarta,Villa,1,"Pool, Gym, Parking, Kitchen",288.41,0.6,5191.38,5,0,4.2,254
Bandung,House,1,"Pool, WiFi, Air Conditioning, Parking, Kitchen",250.49,0.65,4884.56,1,0,5.0,236
Bandung,Studio,1,"Air Conditioning, Gym",201.18,0.87,5250.8,1,0,3.9,304
Yogyakarta,Apartment,4,"WiFi, Air Conditioning, Parking",106.18,0.92,2930.57,7,1,3.0,144
Surabaya,Villa,4,"Kitchen, WiFi",108.32,0.8,2599.68,5,0,4.4,209
Bandung,Apartment,1,"Parking, WiFi, Pool",226.76,0.89,6054.49,7,1,3.6,444
Bandung,House,4,"Gym, Air Conditioning, Kitchen",181.87,0.42,2291.56,12,1,3.2,21
Jakarta,Apartment,1,"Parking, Kitchen, Air Conditioning",279.52,0.71,5953.78,12,1,3.3,247
Jakarta,Studio,2,"Parking, Air Conditioning",256.71,0.52,4004.68,1,0,3.2,149
Jakarta,Villa,2,"Parking, Kitchen, Gym, Air Conditioning, WiFi",148.74,0.54,2409.59,3,0,4.0,347
Jakarta,House,2,"Air Conditioning, Pool, Gym",85.53,0.71,1821.79,9,0,4.5,458
Surabaya,Apartment,3,"Air Conditioning, Pool, Parking",260.69,0.58,4536.01,11,0,4.8,10
Jakarta,Apartment,1,"Gym, Air Conditioning, WiFi",250.92,0.79,5946.8,9,0,3.6,116
Bandung,Studio,4,"Kitchen, Gym, Parking, Air Conditioning, WiFi",67.0,0.67,1346.7,6,1,4.2,416
Jakarta,Studio,4,"Parking, Pool, Kitchen",268.83,0.68,5484.13,7,1,4.7,263
Surabaya,Studio,5,"Gym, Kitchen, Parking, WiFi",133.41,0.63,2521.45,6,1,3.1,115
Surabaya,Studio,1,"Gym, Parking",259.22,0.67,5210.32,12,1,4.2,275
Yogyakarta,Villa,2,"Gym, WiFi, Air Conditioning, Parking",212.76,0.69,4404.13,4,0,3.7,231
Bandung,Studio,4,"WiFi, Parking, Gym, Kitchen, Pool",176.79,0.68,3606.52,4,0,3.2,470
Yogyakarta,House,1,"Parking, Kitchen, Gym, Air Conditioning",293.93,0.89,7847.93,10,0,3.8,415
Surabaya,House,4,"Parking, Air Conditioning, WiFi, Gym, Kitchen",207.84,0.47,2930.54,9,0,3.1,32
Jakarta,Villa,5,"Pool, Air Conditioning",206.64,0.8,4959.36,1,0,3.2,255
Yogyakarta,Villa,1,"Parking, Pool, Kitchen, Air Conditioning, Gym",82.47,0.46,1138.09,3,0,4.3,12
Bali,Villa,1,"Air Conditioning, Pool",80.81,0.65,1575.8,2,0,4.2,301
Bandung,Studio,3,"Pool, WiFi, Gym, Kitchen, Parking",284.47,0.7,5973.87,3,0,4.7,285
Yogyakarta,Studio,2,"WiFi, Air Conditioning, Parking, Kitchen",33.27,0.76,758.56,10,0,4.1,65
Bali,Villa,2,"Kitchen, Pool, Gym, Parking",86.42,0.86,2229.64,11,0,4.4,485
Surabaya,House,2,"Pool, Gym, WiFi",198.57,0.69,4110.4,9,0,4.4,245
Jakarta,Villa,5,"Parking, Pool, Gym, WiFi, Kitchen",250.88,0.65,4892.16,11,0,4.4,438
Jakarta,Studio,1,"Pool, Kitchen, WiFi, Parking, Air Conditioning",50.78,0.58,883.57,2,0,4.0,287
Bali,Studio,1,"Pool, WiFi, Parking, Kitchen",194.13,0.57,3319.62,11,0,4.1,16
Bandung,Villa,4,"Gym, Air Conditioning, Parking, WiFi, Kitchen",277.9,0.77,6419.49,10,0,4.9,159
Jakarta,House,3,"WiFi, Gym, Kitchen",46.75,0.66,925.65,10,0,4.8,354
Surabaya,House,4,"Parking, WiFi, Pool, Kitchen",114.79,0.42,1446.35,5,0,4.3,104
Jakarta,Apartment,5,"WiFi, Kitchen",271.73,0.47,3831.39,7,1,3.9,341
Bali,House,1,"WiFi, Air Conditioning",284.31,0.57,4861.7,11,0,3.7,319
Jakarta,House,4,"Air Conditioning, Pool, Kitchen, WiFi, Parking",211.7,0.71,4509.21,4,0,4.5,203
Yogyakarta,Apartment,5,"Parking, Pool",226.84,0.44,2994.29,9,0,4.5,391
Surabaya,House,1,"Parking, WiFi",216.43,0.66,4285.31,9,0,3.9,486
Bandung,Studio,2,"Air Conditioning, WiFi, Kitchen, Parking, Gym",188.91,0.73,4137.13,2,0,4.5,213
Bali,Studio,3,"Air Conditioning, Parking, WiFi, Gym, Pool",270.35,0.87,7056.14,11,0,3.4,450
Surabaya,Apartment,5,"Parking, Gym, Air Conditioning, WiFi, Pool",291.23,0.53,4630.56,7,1,4.3,195
Yogyakarta,Villa,5,"Kitchen, Air Conditioning, Pool, Parking, Gym",252.63,0.62,4698.92,2,0,3.7,74
Jakarta,Villa,1,"WiFi, Pool, Air Conditioning, Parking, Gym",213.77,0.68,4360.91,2,0,3.9,441
Bali,House,4,"Gym, WiFi",184.94,0.43,2385.73,3,0,4.5,122
Bali,Apartment,4,"Kitchen, Parking, WiFi, Pool",253.48,0.71,5399.12,12,1,4.9,145
Jakarta,Villa,1,"Air Conditioning, Pool",40.44,0.46,558.07,10,0,3.4,69
Bandung,Villa,3,"WiFi, Parking",41.72,0.75,938.7,2,0,4.0,265
Surabaya,Studio,1,"Air Conditioning, Pool",212.88,0.67,4278.89,4,0,4.3,407
Bandung,Studio,1,"Air Conditioning, WiFi",147.25,0.44,1943.7,4,0,3.3,458
Yogyakarta,House,3,"Air Conditioning, Gym, WiFi",49.27,0.83,1226.82,1,0,3.0,254
Bali,Studio,5,"Pool, Air Conditioning",79.26,0.46,1093.79,12,1,4.9,12
Bali,Villa,5,"Kitchen, Gym",283.86,0.82,6982.96,9,0,3.3,294
Bandung,Villa,1,"Kitchen, Parking, Air Conditioning, WiFi",271.39,0.77,6269.11,8,0,4.0,236
Jakarta,Villa,1,"Gym, Pool, Air Conditioning",262.23,0.93,7316.22,5,0,3.9,50
Bandung,Villa,5,"Pool, Air Conditioning, Parking, Gym, Kitchen",232.96,0.82,5730.82,12,1,3.3,491
Yogyakarta,House,4,"Air Conditioning, Pool, WiFi",181.63,0.47,2560.98,4,0,4.9,262
Yogyakarta,House,4,"WiFi, Gym",38.57,0.54,624.83,11,0,4.3,341
Bandung,Villa,2,"WiFi, Pool, Kitchen",226.88,0.81,5513.18,7,1,4.2,275
Bali,Villa,5,"Air Conditioning, Gym, Kitchen",186.4,0.66,3690.72,10,0,4.4,103
Bali,Apartment,5,"Air Conditioning, Gym, Parking, Kitchen, Pool",163.08,0.7,3424.68,6,1,3.6,45
Bali,House,1,"Parking, Gym, Kitchen, WiFi, Air Conditioning",172.36,0.72,3722.98,6,1,4.4,59
Yogyakarta,House,5,"Parking, WiFi, Air Conditioning",65.63,0.81,1594.81,11,0,4.6,87
Surabaya,Apartment,5,"Parking, WiFi",273.31,0.54,4427.62,3,0,4.1,83
Bandung,Apartment,5,"Pool, Kitchen, WiFi, Air Conditioning, Gym",164.48,0.52,2565.89,2,0,3.7,175
Bali,Villa,1,"Parking, Kitchen",288.37,0.86,7439.95,1,0,4.3,316
Bali,Studio,4,"Kitchen, Pool, Gym",194.78,0.69,4031.95,10,0,4.2,407
Jakarta,Villa,4,"Kitchen, Gym, Pool, WiFi",108.71,0.66,2152.46,9,0,3.6,111
Bali,Studio,2,"Kitchen, Parking, Gym, Pool, Air Conditioning",122.48,0.94,3453.94,1,0,4.9,223
Jakarta,Apartment,4,"Air Conditioning, Parking",111.73,0.76,2547.44,9,0,3.7,248
Yogyakarta,Apartment,3,"Pool, Air Conditioning, WiFi, Kitchen",84.19,0.82,2071.07,2,0,3.9,425
Bandung,Villa,1,"Kitchen, Air Conditioning",273.64,0.64,5253.89,3,0,3.3,262
Bandung,Studio,3,"WiFi, Pool, Air Conditioning",196.24,0.79,4650.89,5,0,4.2,346
Bandung,Villa,4,"Parking, Kitchen, Pool, Gym",220.98,0.44,2916.94,7,1,3.5,154
Jakarta,Apartment,4,"Pool, Air Conditioning, Kitchen, Gym",253.63,0.63,4793.61,2,0,3.6,149
Yogyakarta,Apartment,1,"Parking, WiFi, Gym, Kitchen, Pool",83.09,0.94,2343.14,12,1,3.9,34
Jakarta,House,2,"Kitchen, WiFi, Parking, Pool",37.67,0.44,497.24,5,0,4.0,186
Yogyakarta,Villa,3,"Kitchen, Air Conditioning, Gym, WiFi",171.03,0.88,4515.19,1,0,3.0,83
Surabaya,House,5,"Parking, Gym, Air Conditioning",258.45,0.41,3178.93,10,0,4.4,389
Surabaya,Villa,2,"Air Conditioning, Gym, Parking, Kitchen",269.59,0.41,3315.96,12,1,4.0,358
Surabaya,House,3,"Gym, Kitchen, Parking, Pool",264.89,0.42,3337.61,12,1,3.0,334
Bali,Apartment,1,"Pool, WiFi, Air Conditioning, Parking, Kitchen",288.12,0.79,6828.44,11,0,4.5,315
Bandung,Apartment,5,"Air Conditioning, Pool, WiFi, Gym, Kitchen",217.23,0.88,5734.87,7,1,3.7,397
Yogyakarta,Studio,2,"WiFi, Parking, Kitchen, Air Conditioning, Gym",233.03,0.86,6012.17,3,0,3.4,487
Jakarta,Villa,5,"WiFi, Gym, Air Conditioning",247.98,0.48,3570.91,8,0,4.3,456
Surabaya,House,5,"Air Conditioning, Gym, WiFi",213.89,0.5,3208.35,12,1,3.6,456
Bali,House,4,"Kitchen, Air Conditioning, WiFi",131.75,0.8,3162.0,12,1,3.9,169
Jakarta,Villa,4,"Kitchen, WiFi, Gym, Parking",253.31,0.66,5015.54,6,1,4.4,33
Bali,Studio,5,"Air Conditioning, Kitchen, Pool, Gym, Parking",175.29,0.72,3786.26,10,0,4.8,97
Bandung,Studio,4,"Parking, Pool",115.31,0.45,1556.69,3,0,4.8,165
Yogyakarta,House,1,"WiFi, Kitchen, Parking, Gym, Pool",294.08,0.63,5558.11,10,0,3.1,128
Yogyakarta,Apartment,2,"Pool, Air Conditioning",160.85,0.88,4246.44,4,0,4.8,284
Surabaya,Studio,2,"Parking, Air Conditioning, Gym, WiFi",37.36,0.91,1019.93,2,0,4.8,259
Bali,Apartment,2,"Gym, Kitchen, Parking, WiFi",270.06,0.48,3888.86,8,0,3.7,154
Bali,Apartment,3,"Kitchen, Gym, Parking, WiFi",197.46,0.81,4798.28,4,0,4.9,377
Jakarta,Apartment,4,"Kitchen, Air Conditioning, Gym, Parking",144.8,0.52,2258.88,10,0,4.0,256
Bandung,Villa,1,"Gym, Pool, Kitchen, WiFi",175.84,0.81,4272.91,11,0,3.2,29
Bali,House,2,"Gym, Parking, Air Conditioning",112.68,0.59,1994.44,10,0,4.0,309
Jakarta,Villa,3,"WiFi, Parking, Gym, Air Conditioning, Kitchen",249.53,0.76,5689.28,9,0,4.3,301
Surabaya,Apartment,3,"Air Conditioning, Gym, Kitchen, Parking, WiFi",50.94,0.5,764.1,4,0,4.7,374
Surabaya,Studio,3,"Kitchen, Air Conditioning, WiFi, Pool, Gym",101.21,0.78,2368.31,7,1,3.9,274
Jakarta,Villa,2,"Pool, Parking, Air Conditioning",267.85,0.68,5464.14,11,0,3.8,465
Surabaya,House,4,"Parking, Gym, Pool, Air Conditioning",238.49,0.6,4292.82,10,0,4.4,19
Bandung,Studio,3,"Kitchen, Pool, Parking, Air Conditioning",275.06,0.67,5528.71,4,0,4.0,157
Yogyakarta,House,3,"Gym, Pool, Air Conditioning, Parking",186.0,0.7,3906.0,11,0,4.5,117
Bandung,House,3,"Gym, Kitchen, Parking, Air Conditioning",34.98,0.87,912.98,8,0,4.7,256
Surabaya,House,3,"Gym, Air Conditioning, WiFi, Parking",73.34,0.52,1144.1,9,0,3.5,208
Surabaya,Apartment,5,"Air Conditioning, Pool, Kitchen",58.72,0.76,1338.82,4,0,3.2,489
Yogyakarta,Apartment,5,"WiFi, Air Conditioning, Pool, Kitchen",48.87,0.58,850.34,2,0,3.7,56
Bandung,Studio,1,"Gym, Parking, Kitchen",270.58,0.74,6006.88,7,1,4.0,351
Yogyakarta,Apartment,3,"Air Conditioning, Parking, Pool",246.6,0.65,4808.7,1,0,3.3,341
Jakarta,House,3,"WiFi, Air Conditioning",169.19,0.71,3603.75,2,0,3.5,93
Yogyakarta,House,1,"Air Conditioning, Pool, Parking, Gym, WiFi",84.43,0.82,2076.98,1,0,3.2,125
Surabaya,House,2,"Kitchen, WiFi, Pool, Parking, Air Conditioning",260.17,0.46,3590.35,2,0,3.6,197
Bali,Apartment,5,"WiFi, Gym",100.06,0.62,1861.12,9,0,3.8,360
Bandung,Studio,5,"Kitchen, WiFi",166.64,0.63,3149.5,5,0,3.9,72
Bali,Villa,5,"WiFi, Kitchen, Gym, Air Conditioning",250.59,0.72,5412.74,7,1,4.7,177
Surabaya,Apartment,1,"Kitchen, Parking, Air Conditioning, WiFi, Gym",116.61,0.82,2868.61,8,0,4.8,82
Bali,Villa,1,"Gym, Pool",194.34,0.74,4314.35,7,1,4.4,481
Surabaya,House,2,"Parking, Kitchen",79.25,0.79,1878.23,7,1,4.1,411
Yogyakarta,House,3,"Pool, Parking, Air Conditioning, Kitchen",158.04,0.49,2323.19,3,0,3.5,451
Yogyakarta,Apartment,4,"Kitchen, WiFi",252.78,0.68,5156.71,2,0,3.7,361
Jakarta,House,3,"Parking, Gym",153.38,0.84,3865.18,8,0,4.9,87
Surabaya,Villa,4,"Gym, Pool, Kitchen, WiFi",169.08,0.51,2586.92,11,0,4.1,448
Yogyakarta,Villa,3,"Air Conditioning, Parking, Pool, Kitchen, Gym",195.77,0.41,2407.97,10,0,4.7,314
Bali,Villa,4,"Kitchen, Air Conditioning, Parking, Gym, Pool",137.58,0.89,3673.39,6,1,4.5,126
Bandung,Villa,4,"Air Conditioning, WiFi, Pool, Kitchen, Parking",45.6,0.91,1244.88,6,1,3.8,342
Bandung,Villa,1,"Pool, WiFi, Gym, Kitchen",121.74,0.79,2885.24,12,1,4.6,451
Surabaya,House,4,"Pool, Parking, Kitchen",257.16,0.71,5477.51,7,1,3.7,475
Yogyakarta,Apartment,1,"WiFi, Gym, Parking, Kitchen, Air Conditioning",141.3,0.62,2628.18,4,0,4.5,243
Yogyakarta,House,3,"Gym, Kitchen, WiFi, Pool",62.69,0.44,827.51,8,0,4.5,41
Jakarta,Villa,4,"Air Conditioning, Pool, Gym, Kitchen, WiFi",185.59,0.79,4398.48,3,0,4.5,433
Surabaya,House,1,"Pool, WiFi",200.53,0.58,3489.22,9,0,3.5,208
Surabaya,Villa,2,"Gym, Pool, Parking, Air Conditioning, WiFi",209.86,0.73,4595.93,1,0,3.1,156
Yogyakarta,Apartment,1,"Pool, Parking, Air Conditioning, Kitchen, WiFi",65.2,0.59,1154.04,12,1,3.7,371
Bali,Villa,5,"Kitchen, Air Conditioning, Gym, WiFi, Parking",213.9,0.66,4235.22,11,0,4.8,164
Bandung,Apartment,2,"Air Conditioning, Gym, Kitchen",30.66,0.92,846.22,8,0,3.5,362
Bali,House,3,"Gym, Pool, WiFi, Kitchen",71.96,0.83,1791.8,2,0,3.1,474
Bandung,Villa,3,"Pool, WiFi, Kitchen, Parking, Gym",161.76,0.91,4416.05,10,0,4.3,397
Bali,House,5,"Gym, Kitchen, WiFi, Pool, Air Conditioning",203.8,0.61,3729.54,12,1,3.4,174
Bandung,Apartment,2,"Air Conditioning, Pool, Gym, Parking",90.39,0.44,1193.15,12,1,3.2,414
Yogyakarta,House,1,"WiFi, Air Conditioning, Gym, Parking",31.03,0.65,605.09,6,1,4.8,222
Jakarta,House,3,"WiFi, Parking, Kitchen",298.81,0.9,8067.87,12,1,4.7,364
Bandung,House,4,"Air Conditioning, Pool",128.86,0.52,2010.22,5,0,3.4,482
Jakarta,House,3,"WiFi, Pool, Parking, Gym",261.32,0.65,5095.74,9,0,3.4,397
Jakarta,Studio,2,"Gym, Air Conditioning, Pool, Parking",204.16,0.41,2511.17,8,0,3.6,426
Yogyakarta,Villa,1,"Parking, Gym",280.23,0.4,3362.76,12,1,3.8,103
Bali,Studio,4,"Gym, Parking, Pool",134.0,0.87,3497.4,11,0,5.0,294
Surabaya,Studio,3,"Gym, Kitchen, Parking, Air Conditioning",65.36,0.8,1568.64,4,0,3.5,125
Bali,Villa,4,"Parking, Kitchen, WiFi",187.13,0.53,2975.37,7,1,4.9,392
Yogyakarta,Studio,5,"WiFi, Gym",106.88,0.63,2020.03,2,0,5.0,245
Surabaya,House,5,"WiFi, Pool",106.58,0.57,1822.52,12,1,3.5,327
Surabaya,Studio,4,"Pool, Kitchen, WiFi, Gym, Parking",130.42,0.86,3364.84,10,0,4.6,247
Yogyakarta,Villa,1,"Air Conditioning, Parking, Gym, Kitchen, WiFi",294.72,0.77,6808.03,10,0,3.5,400
Jakarta,Studio,2,"Parking, WiFi, Gym, Air Conditioning, Pool",55.89,0.6,1006.02,10,0,3.2,421
Surabaya,House,4,"WiFi, Air Conditioning, Parking",195.47,0.85,4984.48,9,0,4.8,51
Jakarta,Studio,4,"Pool, Parking, Gym, Kitchen, WiFi",212.65,0.95,6060.52,5,0,4.3,118
Surabaya,House,4,"Gym, WiFi, Air Conditioning",72.18,0.45,974.43,8,0,3.6,488
Yogyakarta,House,4,"WiFi, Gym",188.93,0.63,3570.78,3,0,4.9,416
Jakarta,Apartment,4,"Kitchen, Pool, Parking, Gym, WiFi",89.8,0.4,1077.6,7,1,4.5,372
Yogyakarta,Studio,2,"Pool, Air Conditioning, WiFi",298.26,0.51,4563.38,4,0,4.5,389
Yogyakarta,Apartment,3,"Parking, Gym",191.93,0.84,4836.64,4,0,4.3,155
Bali,House,4,"Gym, Air Conditioning",252.12,0.65,4916.34,11,0,3.9,54
Surabaya,Apartment,5,"Gym, WiFi, Pool, Parking",104.73,0.9,2827.71,4,0,4.3,65
Surabaya,Studio,5,"WiFi, Air Conditioning, Parking, Pool",296.34,0.74,6578.75,12,1,3.6,278
Bali,Apartment,5,"Parking, Pool",166.24,0.76,3790.27,6,1,3.6,134
Surabaya,Apartment,2,"Parking, Air Conditioning, Pool, Kitchen, Gym",99.32,0.5,1489.8,3,0,4.4,321
Surabaya,Apartment,1,"Parking, Pool, WiFi",186.1,0.72,4019.76,11,0,4.0,99
Yogyakarta,House,2,"Pool, Air Conditioning, Kitchen, WiFi, Gym",125.81,0.66,2491.04,8,0,3.3,492
Bandung,House,1,"Pool, Parking, Gym, Air Conditioning, Kitchen",192.58,0.57,3293.12,3,0,4.9,307
Bandung,Studio,5,"Gym, WiFi",30.52,0.53,485.27,7,1,4.8,71
Yogyakarta,Studio,3,"Air Conditioning, Parking, Pool",31.93,0.81,775.9,10,0,4.4,347
Bandung,Studio,1,"Pool, WiFi, Air Conditioning, Kitchen",103.63,0.47,1461.18,9,0,3.5,352
Bandung,Studio,4,"Air Conditioning, Gym, Kitchen, WiFi",137.97,0.56,2317.9,5,0,3.0,117
Surabaya,Studio,4,"WiFi, Parking, Pool",296.38,0.89,7913.35,4,0,4.0,108
Surabaya,Studio,2,"Gym, Parking, WiFi, Pool",187.76,0.55,3098.04,8,0,4.5,390
Yogyakarta,Studio,3,"Parking, Gym, Air Conditioning",147.21,0.57,2517.29,7,1,4.1,444
Bali,House,2,"Gym, Kitchen",167.86,0.57,2870.41,11,0,4.0,114
Bali,Villa,2,"WiFi, Gym, Kitchen, Air Conditioning",177.22,0.87,4625.44,5,0,3.2,101
Surabaya,Villa,4,"Kitchen, Parking",282.94,0.62,5262.68,10,0,4.5,49
Yogyakarta,Apartment,3,"Parking, Pool, WiFi, Gym",241.72,0.89,6453.92,4,0,4.8,25
Bali,House,3,"Parking, Kitchen, Air Conditioning",160.76,0.54,2604.31,11,0,3.9,357
Yogyakarta,House,1,"Pool, WiFi",152.14,0.79,3605.72,9,0,3.4,77
Yogyakarta,Apartment,1,"WiFi, Parking",99.69,0.75,2243.03,5,0,3.0,316
Bandung,Villa,4,"WiFi, Air Conditioning, Pool, Gym",255.64,0.58,4448.14,7,1,4.4,289
Bandung,Villa,4,"WiFi, Parking",133.32,0.69,2759.72,12,1,4.0,123
Surabaya,House,1,"WiFi, Gym",113.71,0.95,3240.73,12,1,4.7,355
Yogyakarta,House,1,"Parking, WiFi, Air Conditioning, Kitchen, Pool",177.83,0.76,4054.52,10,0,3.7,231
Bali,Apartment,5,"Gym, Parking, WiFi, Air Conditioning",62.76,0.45,847.26,11,0,4.7,208
Bali,House,3,"WiFi, Pool",208.18,0.85,5308.59,10,0,4.6,234
Bandung,Villa,1,"Kitchen, Air Conditioning, Pool, Parking",30.27,0.83,753.72,12,1,3.8,290
Surabaya,House,5,"Gym, WiFi",38.81,0.73,849.94,4,0,4.9,87
Yogyakarta,Apartment,5,"Pool, Parking, Kitchen, WiFi, Gym",70.25,0.93,1959.98,3,0,4.3,178
Jakarta,Studio,1,"WiFi, Air Conditioning, Parking, Kitchen, Gym",278.36,0.44,3674.35,1,0,3.5,139
Bandung,Studio,2,"WiFi, Parking, Pool, Kitchen",55.69,0.66,1102.66,11,0,5.0,36
Bandung,Studio,4,"Air Conditioning, Parking",285.77,0.71,6086.9,12,1,4.3,245
Surabaya,Apartment,3,"Parking, Pool, Kitchen, WiFi",246.61,0.4,2959.32,1,0,4.5,393
Yogyakarta,Apartment,3,"Kitchen, Air Conditioning, Pool, Parking",147.6,0.45,1992.6,11,0,3.4,313
Surabaya,Studio,4,"Gym, Pool, WiFi, Kitchen",50.3,0.6,905.4,7,1,4.1,421
Bali,Studio,2,"Parking, Pool, Gym, WiFi",183.21,0.89,4891.71,10,0,4.4,388
Bandung,Studio,3,"Air Conditioning, Parking, Pool, WiFi",164.72,0.49,2421.38,6,1,3.9,189
Bali,Villa,4,"Kitchen, WiFi, Air Conditioning",146.8,0.67,2950.68,10,0,4.0,347
Bali,Apartment,4,"WiFi, Parking, Gym, Pool",210.18,0.86,5422.64,9,0,4.9,152
Bandung,Apartment,5,"Air Conditioning, Kitchen, Gym, Pool",87.3,0.58,1519.02,4,0,3.6,199
Surabaya,House,4,"Kitchen, Air Conditioning",175.09,0.61,3204.15,3,0,4.4,374
Bandung,House,5,"Pool, Gym, Air Conditioning, WiFi, Parking",264.74,0.86,6830.29,8,0,3.6,410
Surabaya,Villa,3,"Pool, WiFi",275.74,0.6,4963.32,5,0,4.0,363
